ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,CargosTotal,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion
8174-LNWMW,2023-06-25,Femenino,0,No,No,New York,NY,QUEENS,11113,40.75196926068317,-73.8429839960494,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,31,20.9,689.35,Residencial,Medio,4.0,0.0034833333333333,,1,0,73.0,4.4,25.8,0.54,0.27,No
8174-TBVCF,2020-04-11,Femenino,0,Si,No,New York,NY,MANHATTAN,10202,40.81048347275154,-73.98178099132359,85000,28000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,70,94.8,6859.05,Corporativo,Medio,4.0,0.0133835294117647,,1,0,54.0,3.9,4.4,0.24,0.08,No
8178-EYZUO,2022-04-01,Masculino,0,No,No,New York,NY,STATEN ISLAND,10303,40.6150195806197,-74.14248228046286,82000,3200,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Mensual,Si,Cheque electrónico,46,93.7,4154.8,PYME,Alto,8.5,0.0137121951219512,Precio,8,2,24.0,2.9,38.0,0.12,0.05,Si
8180-AKMJV,2025-12-11,Femenino,0,No,No,New York,NY,MANHATTAN,10247,40.80996295092571,-73.95817502924643,85000,28000,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito,1,44.55,44.55,Residencial,Alto,10.0,0.0062894117647058,,4,2,35.0,3.4,44.9,0.31,0.1,No
8181-YHCMF,2020-06-10,Femenino,0,Si,Si,New York,NY,MANHATTAN,10211,40.73347781852034,-73.92351706781241,85000,28000,No,Sin servicio,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,68,60.3,4109.0,PYME,Bajo,3.0,0.0085129411764705,Ninguna,1,0,86.0,4.1,9.7,0.58,0.18,No
8182-BJDSI,2023-09-23,Femenino,0,No,No,New York,NY,MANHATTAN,10120,40.7680600503806,-73.95597031164033,85000,28000,Si,Si,Fibra óptica,No,Si,No,No,No,Si,Mensual,Si,Cheque electrónico,28,89.95,2625.55,PYME,Alto,9.5,0.0126988235294117,Red,6,0,14.0,1.0,32.8,0.2,0.09,Si
8182-PNAGI,2025-01-15,Masculino,0,No,No,New York,NY,QUEENS,11673,40.759987515718514,-73.82036379440136,72000,8500,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Transferencia bancaria,12,50.25,593.75,Residencial,Alto,8.5,0.008375,Calidad,8,0,11.0,2.3,9.9,0.21,0.08,Si
8183-ONMXC,2025-11-11,Femenino,0,No,No,New York,NY,BRONX,10456,40.80827930863825,-73.86071820221443,42000,13000,Si,No,Fibra óptica,No,No,No,No,No,Si,Mensual,No,Cheque electrónico,2,80.75,159.45,PYME,Alto,12.0,0.0230714285714285,Red,6,0,9.0,1.3,42.1,0.28,0.1,Si
8184-WMOFI,2020-12-07,Masculino,0,Si,Si,New York,NY,QUEENS,11283,40.69861222845581,-73.82483535911106,72000,8500,Si,No,DSL,Si,No,Si,Si,No,Si,Un año,No,Tarjeta de crédito,62,71.4,4487.3,PYME,Medio,4.0,0.0119,,2,0,58.0,3.2,6.3,0.35,0.17,No
8185-UPYBR,2025-07-14,Masculino,0,Si,No,New York,NY,BRONX,10466,40.84811214794964,-73.84683575359287,42000,13000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,6,75.5,438.0,PYME,Alto,10.5,0.0215714285714285,Red,6,0,5.0,2.5,17.9,0.17,0.06,Si
8189-DUKMV,2025-09-12,Femenino,0,Si,No,New York,NY,MANHATTAN,10247,40.75831711056651,-73.97587678349001,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,4,20.5,79.05,Residencial,Medio,7.5,0.0028941176470588,,1,0,77.0,4.8,26.8,0.55,0.23,No
8189-HBVRW,2021-09-03,Femenino,0,No,No,New York,NY,QUEENS,11367,40.724495159963865,-73.75044196050419,72000,8500,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Mensual,No,Cheque electrónico,53,90.8,4921.2,PYME,Alto,8.5,0.0151333333333333,,4,0,46.0,3.2,13.2,0.44,0.19,No
8189-XRIKE,2023-05-26,Femenino,1,No,No,New York,NY,BROOKLYN,11205,40.665552462781235,-73.9074984921528,63000,14000,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,No,Cheque electrónico,32,90.95,2897.95,PYME,Alto,9.5,0.0173238095238095,Precio,4,0,53.0,3.4,48.0,0.28,0.13,No
8190-ZTQFB,2022-08-29,Masculino,0,No,No,New York,NY,BROOKLYN,11216,40.65236941976504,-73.94279611507874,63000,14000,No,Sin servicio,DSL,No,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,41,51.35,2075.1,Residencial,Medio,5.0,0.0097809523809523,,1,0,81.0,4.4,34.0,0.49,0.18,No
8191-XWSZG,2021-10-03,Femenino,0,No,No,New York,NY,MANHATTAN,10147,40.811609330649794,-74.01812191682464,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,52,20.65,1022.95,Residencial,Medio,5.0,0.002915294117647,,2,0,72.0,4.9,12.7,0.54,0.26,No
8194-PEEBY,2024-01-21,Femenino,0,Si,Si,New York,NY,QUEENS,11239,40.75800424433534,-73.7477992608722,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,24,19.9,533.5,Residencial,Medio,5.0,0.0033166666666666,,1,0,79.0,4.4,14.7,0.77,0.29,No
8197-BFWVU,2020-02-11,Femenino,0,Si,Si,New York,NY,QUEENS,11404,40.7068464817145,-73.81701633867893,72000,8500,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,72,93.25,6688.95,Corporativo,Medio,4.0,0.0155416666666666,,1,0,52.0,3.4,6.4,0.4,0.17,No
8198-RKSZG,2024-11-16,Femenino,0,Si,Si,New York,NY,BRONX,10453,40.88519557602772,-73.89831493646477,42000,13000,Si,Si,DSL,No,Si,No,Si,Si,Si,Mensual,No,Tarjeta de crédito,14,80.45,1137.05,PYME,Medio,7.5,0.0229857142857142,,1,0,64.0,3.1,8.4,0.34,0.17,No
8199-ZLLSA,2020-07-10,Masculino,0,No,No,New York,NY,BROOKLYN,11217,40.692375207713155,-73.91830789620937,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,67,118.35,7804.15,Corporativo,Medio,5.0,0.0225428571428571,Precio,5,1,14.0,1.5,6.1,0.2,0.08,Si
8200-KLNYW,2024-04-20,Femenino,0,Si,No,New York,NY,MANHATTAN,10068,40.74107384673579,-73.95895562537392,85000,28000,Si,No,DSL,Si,No,Si,Si,Si,Si,Un año,No,Cheque por correo,21,80.9,1714.95,PYME,Medio,6.0,0.0114211764705882,,1,0,71.0,4.7,5.8,0.4,0.2,No
8200-LGKSR,2020-03-12,Masculino,0,Si,No,New York,NY,QUEENS,11199,40.71644024961566,-73.80553297710242,72000,8500,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,No,Cheque electrónico,71,83.2,6126.1,Corporativo,Medio,4.0,0.0138666666666666,,1,0,64.0,2.8,6.5,0.5,0.23,No
8201-AAXCB,2023-12-22,Masculino,0,Si,Si,New York,NY,MANHATTAN,10192,40.786500931730714,-73.93950994053151,85000,28000,Si,Si,DSL,No,No,No,No,Si,No,Mensual,No,Cheque electrónico,25,60.35,1404.65,Residencial,Medio,7.5,0.00852,,1,0,84.0,4.2,13.6,0.58,0.19,No
8203-XJZRC,2025-12-11,Masculino,0,No,No,New York,NY,BRONX,10462,40.80011716852184,-73.86182340146142,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,1,20.25,20.25,Residencial,Alto,9.0,0.0057857142857142,,2,0,52.0,4.1,40.8,0.26,0.11,No
8204-TIFGJ,2024-02-20,Femenino,0,No,No,New York,NY,QUEENS,11039,40.75142942661401,-73.76729057137817,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Transferencia bancaria,23,20.3,470.6,Residencial,Medio,7.5,0.0033833333333333,,1,0,73.0,4.7,35.7,0.66,0.31,No
8204-YJCLA,2020-02-11,Masculino,1,Si,Si,New York,NY,MANHATTAN,10188,40.80929233817231,-73.94509918716676,85000,28000,No,Sin servicio,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,72,64.8,4732.35,PYME,Bajo,3.0,0.0091482352941176,Ninguna,0,0,98.0,4.1,9.8,0.53,0.19,No
8205-MQUGY,2025-01-15,Masculino,0,Si,Si,New York,NY,STATEN ISLAND,10310,40.59881870037874,-74.1440550982689,82000,3200,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,12,49.2,571.15,Residencial,Medio,7.5,0.0072,,1,0,51.0,3.8,12.8,0.47,0.15,No
8205-OTCHB,2024-03-21,Masculino,0,No,No,New York,NY,QUEENS,11512,40.6848951178345,-73.75588182173883,72000,8500,No,Sin servicio,DSL,No,Si,Si,No,No,Si,Un año,Si,Transferencia bancaria,22,43.75,903.6,Residencial,Medio,5.0,0.0072916666666666,Precio,4,0,11.0,2.0,29.2,0.18,0.07,Si
8205-VSLRB,2020-04-11,Masculino,0,Si,No,New York,NY,MANHATTAN,10025,40.782991287328954,-74.0000540490613,85000,28000,Si,Si,DSL,Si,No,Si,Si,No,Si,Dos años,No,Tarjeta de crédito,70,77.3,5498.2,Corporativo,Bajo,3.0,0.0109129411764705,,0,0,97.0,4.5,5.4,0.69,0.23,No
8207-DMRVL,2020-02-11,Masculino,0,Si,Si,New York,NY,QUEENS,11327,40.75399840385051,-73.8048198769138,72000,8500,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,72,114.55,8306.05,Corporativo,Medio,4.0,0.0190916666666666,,2,0,58.0,3.3,2.4,0.46,0.18,No
8207-VVMYB,2020-04-11,Femenino,0,Si,No,New York,NY,BROOKLYN,11216,40.65219179188545,-73.93546105255437,63000,14000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Transferencia bancaria,70,26.0,2006.95,Residencial,Medio,4.0,0.0049523809523809,,1,0,52.0,3.5,16.6,0.4,0.14,No
8208-EUMTE,2024-09-17,Masculino,0,No,No,New York,NY,BRONX,10467,40.83268099547712,-73.85060161120192,42000,13000,No,Sin servicio,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Cheque por correo,16,54.85,916.15,PYME,Medio,4.0,0.0156714285714285,,2,0,81.0,4.8,4.7,0.51,0.18,No
8212-CRQXP,2024-03-21,Femenino,0,Si,No,New York,NY,BRONX,10469,40.88752714445333,-73.90556059710629,42000,13000,Si,No,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de crédito,22,80.0,1706.45,PYME,Alto,9.5,0.0228571428571428,Precio,3,0,39.0,3.2,43.3,0.29,0.13,No
8212-DJRCH,2025-08-13,Masculino,0,Si,Si,New York,NY,STATEN ISLAND,10305,40.58326263221804,-74.13472096463136,82000,3200,Si,No,Fibra óptica,Si,No,Si,No,No,Si,Mensual,Si,Cheque por correo,5,90.35,434.5,PYME,Alto,11.0,0.0132219512195121,,3,0,36.0,3.2,32.8,0.23,0.08,No
8213-TAZPM,2020-05-11,Femenino,0,Si,Si,New York,NY,BROOKLYN,11249,40.72098208017504,-73.9083589746117,63000,14000,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,69,108.75,7493.05,Corporativo,Medio,5.0,0.0207142857142857,,1,0,68.0,3.0,3.1,0.3,0.14,No
8215-NGSPE,2022-07-30,Femenino,0,Si,Si,New York,NY,BRONX,10470,40.8180079088188,-73.8230901231417,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,42,20.0,833.55,Residencial,Medio,4.0,0.0057142857142857,,2,0,54.0,4.0,43.5,0.42,0.17,No
8216-AZUUZ,2022-07-30,Femenino,0,Si,Si,New York,NY,MANHATTAN,10020,40.79709449351048,-73.96850845541049,85000,28000,Si,No,Fibra óptica,No,No,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,42,100.4,4303.65,Corporativo,Medio,4.0,0.0141741176470588,,2,0,66.0,3.0,5.9,0.34,0.16,No
8217-QYOHV,2025-08-13,Masculino,0,No,No,New York,NY,QUEENS,11490,40.67866005457259,-73.78093617906966,72000,8500,Si,No,DSL,Si,No,No,Si,No,No,Mensual,Si,Cheque por correo,5,55.75,266.95,Residencial,Alto,9.0,0.0092916666666666,,4,0,59.0,4.0,7.3,0.45,0.19,No
8218-FFJDS,2020-02-11,Femenino,0,Si,No,New York,NY,QUEENS,11242,40.74542736540248,-73.80862661817831,72000,8500,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,Si,Transferencia bancaria,72,86.4,6058.95,Corporativo,Medio,4.0,0.0144,,2,0,81.0,4.8,5.1,0.66,0.24,No
8219-VYBVI,2022-10-28,Masculino,0,No,Si,New York,NY,MANHATTAN,10163,40.79327866688516,-73.97616885286769,85000,28000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,39,25.0,1004.35,Residencial,Medio,4.0,0.0035294117647058,,1,0,64.0,4.1,26.1,0.44,0.17,No
8220-OCUFY,2024-04-20,Femenino,0,No,No,New York,NY,BROOKLYN,11234,40.64656247293841,-73.95413714671595,63000,14000,Si,No,DSL,Si,No,Si,Si,No,No,Un año,Si,Cheque electrónico,21,60.25,1258.35,PYME,Medio,6.0,0.0114761904761904,,1,0,75.0,4.0,9.2,0.67,0.32,No
8221-EQDGL,2023-02-25,Masculino,0,Si,No,New York,NY,BRONX,10473,40.854610141699,-73.81853183014108,42000,13000,Si,No,DSL,Si,Si,Si,No,No,No,Mensual,No,Cheque por correo,35,61.0,2130.45,Residencial,Medio,6.5,0.0174285714285714,,2,0,80.0,4.5,28.0,0.76,0.38,No
8221-HVAYI,2023-02-25,Masculino,0,Si,Si,New York,NY,BRONX,10462,40.811282188299025,-73.89388154072233,42000,13000,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,Si,Tarjeta de crédito,35,69.15,2490.15,PYME,Bajo,3.0,0.0197571428571428,,1,0,81.0,4.0,5.4,0.69,0.3,No
8224-DWCKX,2025-01-15,Masculino,1,No,No,New York,NY,MANHATTAN,10026,40.7841781618007,-73.99808681393743,85000,28000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito,12,73.3,828.05,PYME,Alto,10.5,0.0103482352941176,Precio,4,0,54.0,3.6,28.4,0.29,0.09,No
8224-IVVPA,2023-10-23,Femenino,0,No,No,New York,NY,MANHATTAN,10030,40.77041834598637,-73.92246397954646,85000,28000,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Cheque por correo,27,56.7,1652.95,Residencial,Medio,7.5,0.0080047058823529,,1,0,71.0,4.9,34.9,0.53,0.22,No
8224-KDLKN,2020-02-11,Masculino,0,Si,Si,New York,NY,BROOKLYN,11231,40.66699663333838,-73.90280834211039,63000,14000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,72,25.0,1738.9,Residencial,Medio,4.0,0.0047619047619047,,2,0,55.0,3.1,16.4,0.21,0.1,No
8224-UAXBZ,2021-04-06,Femenino,0,Si,No,New York,NY,BRONX,10461,40.87447233633094,-73.85809640867811,42000,13000,No,Sin servicio,DSL,Si,Si,No,No,Si,No,Un año,Si,Cheque electrónico,58,45.35,2540.1,Residencial,Medio,4.0,0.0129571428571428,,1,0,64.0,2.9,16.4,0.24,0.1,No
8225-BTJAU,2025-03-16,Masculino,1,No,No,New York,NY,MANHATTAN,10181,40.772127886398856,-73.9532115034895,85000,28000,Si,No,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,10,79.25,793.55,PYME,Alto,9.5,0.0111882352941176,Red,5,2,13.0,2.0,38.3,0.05,0.02,Si
8226-BXGES,2020-10-08,Masculino,0,Si,No,New York,NY,QUEENS,11447,40.73639279049807,-73.75110208786863,72000,8500,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Un año,No,Transferencia bancaria,64,89.45,5692.65,PYME,Medio,7.0,0.0149083333333333,,1,0,79.0,4.6,34.7,0.7,0.34,No
8229-BUJHX,2020-03-12,Femenino,0,Si,Si,New York,NY,MANHATTAN,10012,40.77841338487202,-73.92743630296833,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,71,20.5,1500.95,Residencial,Medio,4.0,0.0028941176470588,,2,0,71.0,4.5,12.6,0.76,0.37,No
8229-MYEJZ,2025-03-16,Femenino,0,No,No,New York,NY,QUEENS,11582,40.703533392064095,-73.81687100490196,72000,8500,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque electrónico,10,51.2,498.25,Residencial,Alto,8.5,0.0085333333333333,,4,0,65.0,3.2,43.2,0.48,0.16,No
8229-TNIQA,2025-09-12,Femenino,0,No,No,New York,NY,BROOKLYN,11217,40.69253024784941,-73.94239541155886,63000,14000,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,4,45.3,196.95,Residencial,Alto,10.0,0.0086285714285714,Red,7,0,1.0,1.9,47.7,0.24,0.08,Si
8231-BSWXX,2020-03-12,Masculino,0,No,No,New York,NY,BRONX,10472,40.880845541609595,-73.82262572496485,42000,13000,Si,Si,Fibra óptica,No,Si,No,No,No,No,Un año,Si,Tarjeta de crédito,71,79.05,5552.5,PYME,Medio,7.0,0.0225857142857142,,1,0,63.0,4.1,36.4,0.41,0.17,No
8232-CTLKO,2020-08-09,Femenino,0,Si,Si,New York,NY,BROOKLYN,11208,40.671969403822466,-73.93238314503337,63000,14000,Si,No,DSL,Si,No,No,No,Si,No,Dos años,Si,Cheque electrónico,66,59.75,3996.8,Residencial,Medio,5.0,0.0113809523809523,,1,0,56.0,4.1,43.5,0.42,0.14,No
8232-UTFOZ,2020-05-11,Masculino,0,No,No,New York,NY,QUEENS,11016,40.73500325887748,-73.78161377231864,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,69,19.95,1399.35,Residencial,Medio,4.0,0.003325,,1,0,73.0,4.6,21.0,0.59,0.22,No
8234-GSZYK,2022-06-30,Masculino,0,No,No,New York,NY,BROOKLYN,11207,40.71786009580549,-73.96046191545167,63000,14000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,43,26.45,1110.05,Residencial,Medio,4.0,0.0050380952380952,,2,0,58.0,3.5,35.9,0.24,0.09,No
8237-ULIXL,2020-02-11,Femenino,0,Si,No,New York,NY,QUEENS,11360,40.71963135078057,-73.83013227621615,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,72,24.85,1871.85,Residencial,Medio,4.0,0.0041416666666666,,1,0,84.0,4.6,20.7,0.52,0.23,No
8241-JUIQO,2021-01-06,Femenino,0,No,No,New York,NY,BRONX,10453,40.80128792180939,-73.86425583432822,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,61,19.45,1336.35,Residencial,Medio,5.0,0.0055571428571428,,2,0,61.0,4.0,14.9,0.47,0.2,No
8242-JSVBO,2025-06-14,Masculino,0,No,No,New York,NY,MANHATTAN,10166,40.78768164215523,-73.99158063697845,85000,28000,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,7,44.65,322.5,Residencial,Alto,8.5,0.0063035294117647,Precio,4,0,51.0,4.0,26.8,0.35,0.15,No
8242-PDSGJ,2020-04-11,Masculino,0,Si,No,New York,NY,BRONX,10474,40.81552906435942,-73.87999477130091,42000,13000,No,Sin servicio,DSL,Si,No,Si,Si,No,No,Dos años,Si,Tarjeta de crédito,70,39.15,2692.75,PYME,Bajo,3.0,0.0111857142857142,,0,0,75.0,4.0,9.8,0.72,0.25,No
8242-SOQUO,2025-08-13,Femenino,1,No,No,New York,NY,QUEENS,11317,40.76419422372419,-73.75041891455338,72000,8500,Si,No,Fibra óptica,No,Si,No,No,Si,No,Mensual,Si,Cheque electrónico,5,84.7,392.5,PYME,Alto,12.0,0.0141166666666666,,3,0,57.0,4.0,42.9,0.45,0.21,No
8245-UMPYT,2024-09-17,Femenino,1,No,No,New York,NY,MANHATTAN,10086,40.820034934381304,-74.00669493591985,85000,28000,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,16,96.4,1581.2,PYME,Alto,10.5,0.0136094117647058,Precio,6,0,24.0,1.7,14.9,0.09,0.04,Si
8246-SHFGA,2024-08-18,Masculino,0,No,No,New York,NY,BROOKLYN,11252,40.66709716413082,-73.92525886904521,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Tarjeta de crédito,17,21.1,385.55,Residencial,Medio,7.5,0.0040190476190476,,2,0,52.0,4.0,46.3,0.23,0.1,No
8249-THVEC,2021-11-02,Masculino,0,Si,Si,New York,NY,MANHATTAN,10063,40.754500284782,-74.00270749232908,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,51,19.4,997.75,Residencial,Medio,5.0,0.0027388235294117,,2,0,56.0,3.8,16.9,0.49,0.23,No
8250-ZNGGW,2025-08-13,Femenino,1,No,No,New York,NY,QUEENS,11466,40.74139242814282,-73.83385723635367,72000,8500,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,No,Tarjeta de crédito,5,59.9,287.85,Residencial,Alto,9.0,0.0099833333333333,,2,0,40.0,3.6,6.3,0.21,0.08,No
8257-RZAHR,2024-11-16,Femenino,0,Si,No,New York,NY,QUEENS,11084,40.69867204064174,-73.75697593324834,72000,8500,Si,Si,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,14,64.7,941.0,Residencial,Alto,8.5,0.0107833333333333,Servicio,7,0,6.0,1.7,25.6,0.23,0.1,Si
8258-GSTJK,2025-10-12,Masculino,1,No,No,New York,NY,BRONX,10472,40.831345415918825,-73.90759630749815,42000,13000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,3,77.0,237.75,PYME,Alto,12.0,0.022,Servicio,5,2,12.0,1.1,15.1,0.1,0.04,Si
8259-DZLIZ,2020-10-08,Femenino,0,Si,Si,New York,NY,BRONX,10461,40.81256829338058,-73.85989700707887,42000,13000,Si,Si,DSL,No,Si,No,No,No,No,Un año,Si,Transferencia bancaria,64,53.85,3399.85,Residencial,Medio,6.0,0.0153857142857142,,1,0,81.0,4.3,37.1,0.64,0.23,No
8259-NFJTV,2025-06-14,Femenino,0,Si,Si,New York,NY,QUEENS,11140,40.77470002094767,-73.79953587685563,72000,8500,No,Sin servicio,DSL,Si,No,No,Si,No,No,Mensual,No,Cheque por correo,7,34.65,246.6,Residencial,Medio,6.5,0.005775,,2,0,66.0,4.0,5.3,0.27,0.12,No
8260-NGFNY,2025-12-11,Femenino,0,No,No,New York,NY,STATEN ISLAND,10312,40.53436013407945,-74.13752800770504,82000,3200,No,Sin servicio,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,1,25.2,25.2,Residencial,Alto,10.0,0.0036878048780487,Servicio,7,2,10.0,1.9,29.6,0.14,0.05,Si
8261-GWDBQ,2021-02-05,Femenino,1,Si,No,New York,NY,QUEENS,11131,40.724320247213214,-73.7904164845311,72000,8500,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,60,116.05,6925.9,Corporativo,Medio,4.0,0.0193416666666666,,2,0,55.0,2.9,4.4,0.33,0.16,No
8262-COGGB,2025-12-11,Masculino,0,No,No,New York,NY,BROOKLYN,11232,40.63018870179544,-73.98359615191511,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,1,20.45,20.45,Residencial,Alto,9.0,0.003895238095238,,2,0,52.0,4.0,45.8,0.45,0.17,No
8263-JQAIK,2025-11-11,Masculino,1,No,No,New York,NY,BRONX,10454,40.849030007402405,-73.8905530756697,42000,13000,No,Sin servicio,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,2,24.45,47.5,Residencial,Alto,10.0,0.0069857142857142,,7,2,5.0,2.1,32.1,0.26,0.08,Si
8263-OKETD,2024-05-20,Femenino,0,No,No,New York,NY,BROOKLYN,11213,40.68457744228668,-73.90781837055314,63000,14000,Si,Si,DSL,No,Si,No,Si,No,Si,Mensual,Si,Tarjeta de crédito,20,68.9,1370.35,PYME,Medio,7.5,0.0131238095238095,,1,0,73.0,4.9,8.3,0.56,0.21,No
8263-QMNTJ,2020-02-11,Masculino,0,Si,No,New York,NY,BROOKLYN,11253,40.63039264297889,-73.9496954716685,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,72,115.55,8425.3,Corporativo,Medio,4.0,0.0220095238095238,,2,0,73.0,4.3,4.1,0.66,0.25,No
8265-HKSOW,2020-02-11,Femenino,0,Si,Si,New York,NY,BROOKLYN,11232,40.64077105445124,-73.93027972431199,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,Si,No,Si,Dos años,No,Tarjeta de crédito,72,107.45,7658.3,Corporativo,Medio,4.0,0.0204666666666666,,1,0,64.0,3.9,3.9,0.37,0.14,No
8266-VBFQL,2025-09-12,Masculino,0,No,No,New York,NY,BRONX,10469,40.842110086149006,-73.88617768989744,42000,13000,Si,No,Fibra óptica,No,No,Si,Si,No,Si,Mensual,Si,Cheque electrónico,4,90.4,356.65,Corporativo,Alto,10.0,0.0258285714285714,,2,0,63.0,4.1,2.2,0.33,0.11,No
8267-KFGYD,2025-12-11,Masculino,0,No,Si,New York,NY,BRONX,10463,40.876510392371785,-73.84507890662944,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,1,21.05,21.05,Residencial,Alto,9.0,0.0060142857142857,,2,0,47.0,3.4,15.6,0.46,0.2,No
8267-ZNYVZ,2023-04-26,Femenino,0,Si,No,New York,NY,BROOKLYN,11219,40.68700477183456,-73.94279589084215,63000,14000,Si,No,Fibra óptica,Si,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,33,103.75,3361.05,Corporativo,Medio,5.0,0.0197619047619047,Precio,3,0,13.0,1.4,4.3,0.3,0.11,Si
8268-YDIXR,2021-06-05,Masculino,0,Si,No,New York,NY,BROOKLYN,11232,40.62928925344903,-73.91490831032291,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Un año,Si,Cheque electrónico,56,93.15,5253.95,Corporativo,Medio,7.0,0.0177428571428571,,1,0,68.0,4.2,20.8,0.34,0.17,No
