cliente_id,genero,edad,pais,ciudad,segmento_de_cliente,meses_permanencia,canal_de_registro,tipo_contrato,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,ultima_conexion,cuota_mensual,ingresos_totales,metodo_de_pago,errores_de_pago,descuento_aplicado,aumento_ultimos_3_meses,tickets_de_soporte,tiempo_promedio_de_resolucion,tipo_de_queja,puntuacion_csates,escaladas,tasa_apertura_email,puntuacion_nps,respuesta_de_la_encuesta,estado_de_conexion,permanencia_corta,abandonar
cust05718,masculino,37,uk,londres,individual,1,web,anual,0,1,1.0,3,0.01,66,10,10,paypal,0,1,1,0,27.79,sin queja,2.0,0,0.38,2.0,insatisfecho,inactivo,1,1
cust05719,masculino,24,canada,toronto,sme,11,web,mensual,6,7,20.27,3,-0.12,15,10,110,paypal,0,1,1,2,32.85,otro tipo de queja,4.0,1,0.97,7.0,satisfecho,en riesgo,0,0
cust05720,femenino,73,alemania,berlin,individual,41,mobile,trimestral,20,2,24.19,8,0.07,15,30,1230,transferencia bancaria,0,1,0,0,25.01,sin queja,4.0,0,0.9,7.0,satisfecho,en riesgo,0,0
cust05721,femenino,33,india,delhi,individual,26,mobile,trimestral,20,6,13.52,4,0.15,5,50,1300,paypal,1,0,0,2,25.57,facturacion,3.0,0,0.68,5.0,neutral,activo,0,0
cust05722,femenino,54,australia,sydney,individual,26,mobile,mensual,18,2,9.18,8,0.23,0,20,520,tarjeta,0,0,0,2,28.43,facturacion,3.0,0,0.32,4.0,neutral,activo,0,0
cust05723,masculino,46,alemania,berlin,sme,47,mobile,anual,9,5,11.96,8,0.08,24,50,2350,tarjeta,0,1,0,0,26.42,sin queja,4.0,0,0.86,7.0,satisfecho,en riesgo,0,0
cust05724,masculino,29,banglades,dhaka,sme,27,web,trimestral,14,7,12.38,5,0.06,0,10,270,paypal,0,0,0,0,12.6,sin queja,3.0,0,0.68,5.0,neutral,activo,0,0
cust05725,masculino,34,us,new york,individual,16,web,trimestral,24,2,18.58,4,-0.1,36,20,320,tarjeta,1,0,0,1,9.72,facturacion,3.0,0,0.79,5.0,neutral,inactivo,0,0
cust05726,femenino,65,australia,sydney,individual,34,referido,anual,9,0,16.86,5,-0.3,26,20,680,tarjeta,1,0,0,1,49.03,facturacion,4.0,0,0.82,6.0,satisfecho,en riesgo,0,0
cust05727,masculino,37,banglades,dhaka,individual,35,referido,mensual,18,5,14.35,3,-0.06,10,10,350,transferencia bancaria,0,1,0,1,46.47,facturacion,3.0,0,0.95,5.0,neutral,en riesgo,0,0
cust05728,femenino,43,us,new york,individual,4,mobile,trimestral,40,5,15.01,12,-0.02,16,20,80,transferencia bancaria,1,0,0,2,6.62,facturacion,3.0,1,0.72,6.0,neutral,en riesgo,1,0
cust05729,masculino,65,india,delhi,sme,40,referido,trimestral,6,7,10.45,7,0.0,30,30,1200,tarjeta,0,0,0,0,17.5,sin queja,3.0,0,1.0,5.0,neutral,en riesgo,0,0
cust05730,femenino,36,australia,sydney,individual,19,referido,anual,25,1,19.28,7,-0.22,0,100,1900,tarjeta,0,0,1,0,26.97,sin queja,3.0,0,0.48,5.0,neutral,activo,0,0
cust05731,masculino,64,canada,toronto,individual,35,web,mensual,13,6,15.1,4,-0.02,25,20,700,paypal,0,0,0,1,26.6,facturacion,5.0,0,0.92,10.0,muy satisfecho,en riesgo,0,1
cust05732,masculino,29,banglades,dhaka,sme,6,web,trimestral,25,2,4.06,4,-0.3,10,10,60,tarjeta,0,1,0,1,26.67,facturacion,3.0,0,0.1,5.0,neutral,en riesgo,1,0
cust05733,masculino,38,alemania,berlin,individual,27,web,mensual,11,4,20.12,6,-0.17,20,70,1890,tarjeta,1,0,0,1,14.07,facturacion,4.0,0,0.74,7.0,satisfecho,en riesgo,0,0
cust05734,femenino,59,alemania,berlin,individual,42,web,anual,9,0,12.93,6,0.18,28,50,2100,tarjeta,1,0,0,1,20.43,facturacion,4.0,0,0.84,7.0,satisfecho,en riesgo,0,0
cust05735,femenino,71,banglades,dhaka,individual,24,mobile,trimestral,19,5,12.14,3,0.22,17,30,720,tarjeta,0,0,0,1,35.27,tecnico,5.0,2,0.94,9.0,muy satisfecho,en riesgo,0,1
cust05736,masculino,51,banglades,dhaka,sme,38,web,trimestral,8,0,27.73,5,-0.0,10,10,380,tarjeta,1,1,1,1,24.98,facturacion,4.0,0,0.7,7.0,satisfecho,en riesgo,0,0
cust05737,masculino,24,uk,londres,individual,48,referido,mensual,12,5,17.92,6,0.06,8,10,480,transferencia bancaria,1,0,0,1,19.14,facturacion,4.0,0,0.85,7.0,satisfecho,en riesgo,0,0
cust05738,masculino,62,australia,sydney,individual,25,mobile,trimestral,16,2,19.68,1,0.08,7,70,1750,paypal,0,0,0,1,13.88,tecnico,4.0,0,0.92,7.0,satisfecho,activo,0,0
cust05739,femenino,52,australia,sydney,sme,5,mobile,mensual,0,3,10.87,5,0.08,42,50,250,paypal,3,0,0,2,33.01,facturacion,2.0,0,0.03,3.0,insatisfecho,inactivo,1,1
cust05740,masculino,32,banglades,dhaka,individual,29,web,anual,18,2,10.88,3,-0.11,25,50,1450,tarjeta,1,0,0,2,25.49,facturacion,5.0,0,0.89,9.0,muy satisfecho,en riesgo,0,0
cust05741,masculino,18,us,new york,sme,6,web,anual,23,5,24.99,7,0.04,5,10,60,paypal,0,0,1,1,20.32,tecnico,3.0,0,0.37,5.0,neutral,activo,1,0
cust05742,masculino,43,australia,sydney,enterprise,25,mobile,mensual,11,6,32.3,8,0.06,17,70,1750,paypal,1,0,0,1,29.53,facturacion,5.0,0,0.72,9.0,muy satisfecho,en riesgo,0,0
cust05743,masculino,52,alemania,berlin,sme,5,referido,trimestral,1,6,21.61,7,0.05,32,30,150,tarjeta,2,0,0,2,22.86,facturacion,2.0,0,0.11,3.0,insatisfecho,inactivo,1,1
cust05744,femenino,42,australia,sydney,sme,31,referido,trimestral,14,3,1.0,7,-0.09,14,50,1550,tarjeta,1,0,0,1,5.78,facturacion,4.0,0,0.74,7.0,satisfecho,en riesgo,0,0
cust05745,femenino,59,uk,londres,individual,41,mobile,anual,5,2,9.77,5,-0.15,3,20,820,tarjeta,0,0,1,0,30.38,sin queja,4.0,0,0.99,7.0,satisfecho,activo,0,0
cust05746,masculino,32,uk,londres,individual,38,web,trimestral,12,1,14.57,9,-0.01,6,10,380,tarjeta,1,1,0,1,55.96,facturacion,4.0,1,0.73,7.0,satisfecho,activo,0,1
cust05747,masculino,39,banglades,dhaka,sme,6,web,anual,1,4,13.92,5,-0.19,33,50,300,transferencia bancaria,0,1,0,1,11.66,tecnico,2.0,1,0.4,3.0,insatisfecho,inactivo,1,1
cust05748,femenino,23,alemania,berlin,individual,41,referido,mensual,12,7,13.9,5,-0.1,29,30,1230,tarjeta,0,0,0,0,28.17,sin queja,4.0,0,0.97,7.0,satisfecho,en riesgo,0,0
cust05749,femenino,69,alemania,berlin,individual,50,web,mensual,16,5,5.03,2,0.09,3,20,1000,tarjeta,1,0,0,1,18.07,facturacion,5.0,0,0.78,8.0,muy satisfecho,activo,0,0
cust05750,masculino,32,alemania,berlin,sme,30,mobile,trimestral,19,5,28.46,6,0.18,26,20,600,paypal,0,1,0,2,36.77,servicio,5.0,0,0.94,10.0,muy satisfecho,en riesgo,0,0
cust05751,femenino,41,australia,sydney,individual,46,mobile,trimestral,15,6,18.93,8,0.15,27,50,2300,paypal,0,1,0,4,25.49,tecnico,3.0,0,1.0,6.0,neutral,en riesgo,0,0
cust05752,femenino,38,australia,sydney,individual,42,web,mensual,8,3,9.66,4,-0.08,16,50,2100,paypal,0,0,0,0,31.76,sin queja,3.0,0,0.23,5.0,neutral,en riesgo,0,0
cust05753,masculino,24,canada,toronto,sme,46,web,mensual,38,3,10.94,3,-0.04,0,70,3220,tarjeta,1,1,0,1,5.99,facturacion,3.0,1,0.26,5.0,neutral,activo,0,0
cust05754,femenino,74,india,delhi,sme,23,referido,anual,9,6,19.24,9,-0.05,5,20,460,paypal,1,0,1,1,19.81,facturacion,4.0,1,0.89,7.0,satisfecho,activo,0,0
cust05755,femenino,46,banglades,dhaka,sme,1,referido,trimestral,2,0,13.22,2,0.05,51,30,30,tarjeta,0,1,1,0,7.54,sin queja,1.0,0,0.28,1.0,muy insatisfecho,inactivo,1,1
cust05756,masculino,49,india,delhi,sme,3,referido,mensual,2,3,15.91,8,-0.11,54,100,300,tarjeta,1,0,0,1,19.16,facturacion,2.0,0,0.11,3.0,insatisfecho,inactivo,1,1
cust05757,masculino,49,us,new york,sme,40,web,anual,6,1,17.98,5,0.03,15,30,1200,paypal,1,0,1,2,26.44,facturacion,5.0,0,0.7,8.0,muy satisfecho,en riesgo,0,0
cust05758,femenino,70,australia,sydney,sme,21,web,mensual,15,4,11.42,2,0.0,11,10,210,tarjeta,0,0,0,0,28.61,sin queja,3.0,0,0.87,5.0,neutral,en riesgo,0,0
cust05759,masculino,22,canada,toronto,individual,6,referido,mensual,0,3,27.11,6,0.11,80,20,120,tarjeta,0,0,0,1,24.75,otro tipo de queja,2.0,0,0.23,3.0,insatisfecho,inactivo,1,0
cust05760,femenino,21,canada,toronto,sme,24,web,mensual,10,0,1.0,6,-0.15,30,70,1680,paypal,1,0,0,1,28.87,facturacion,5.0,0,0.8,9.0,muy satisfecho,en riesgo,0,0
cust05761,masculino,39,uk,londres,individual,45,mobile,anual,5,5,9.57,5,-0.12,30,20,900,tarjeta,0,0,0,0,19.06,sin queja,5.0,0,0.86,9.0,muy satisfecho,en riesgo,0,0
cust05762,femenino,35,australia,sydney,individual,27,web,trimestral,18,4,20.7,2,0.07,24,20,540,tarjeta,1,0,0,1,10.38,facturacion,5.0,2,0.7,8.0,muy satisfecho,en riesgo,0,0
cust05763,masculino,52,canada,toronto,individual,41,mobile,mensual,8,7,10.2,7,0.04,5,10,410,paypal,0,0,0,1,25.43,tecnico,4.0,1,0.96,7.0,satisfecho,activo,0,0
cust05764,femenino,34,uk,londres,individual,1,web,mensual,2,3,13.87,6,-0.15,32,30,30,paypal,0,0,0,1,22.91,otro tipo de queja,2.0,0,0.3,3.0,insatisfecho,inactivo,1,1
cust05765,femenino,67,us,new york,individual,24,referido,trimestral,11,1,23.72,6,-0.26,23,100,2400,paypal,2,0,1,2,41.37,facturacion,4.0,0,0.73,7.0,satisfecho,en riesgo,0,0
cust05766,femenino,67,uk,londres,individual,44,referido,trimestral,11,1,18.34,8,0.1,46,20,880,transferencia bancaria,2,1,0,1,35.62,facturacion,3.0,1,0.61,5.0,neutral,inactivo,0,0
cust05767,masculino,73,us,new york,individual,55,web,anual,22,4,15.85,7,0.04,13,50,2750,tarjeta,1,0,0,1,35.84,facturacion,3.0,0,0.27,5.0,neutral,en riesgo,0,0
cust05768,masculino,41,india,delhi,individual,6,web,trimestral,1,0,23.19,1,-0.02,86,10,60,tarjeta,0,0,0,4,17.87,tecnico,2.0,0,0.23,3.0,insatisfecho,inactivo,1,0
cust05769,femenino,19,india,delhi,individual,3,mobile,mensual,0,1,11.0,4,0.1,67,20,60,tarjeta,0,0,0,3,24.21,facturacion,2.0,0,0.22,3.0,insatisfecho,inactivo,1,1
cust05770,femenino,30,alemania,berlin,sme,32,web,trimestral,8,7,18.04,4,-0.1,9,30,960,tarjeta,0,0,0,1,27.74,tecnico,4.0,0,0.94,8.0,satisfecho,en riesgo,0,0
cust05771,masculino,71,alemania,berlin,sme,34,referido,mensual,8,2,18.6,4,0.08,10,20,680,tarjeta,1,0,0,1,13.96,facturacion,4.0,0,0.86,7.0,satisfecho,en riesgo,0,0
cust05772,masculino,32,banglades,dhaka,sme,15,web,anual,14,2,6.85,1,0.18,23,20,300,tarjeta,2,1,0,4,12.63,facturacion,4.0,0,0.76,7.0,satisfecho,en riesgo,0,0
cust05773,masculino,22,uk,londres,individual,33,web,mensual,38,7,9.03,7,0.08,7,70,2310,paypal,1,1,0,2,16.47,facturacion,3.0,0,0.83,5.0,neutral,activo,0,1
cust05774,masculino,20,banglades,dhaka,sme,38,mobile,mensual,27,3,3.02,4,-0.18,11,10,380,tarjeta,1,0,0,1,16.05,facturacion,3.0,0,0.85,5.0,neutral,en riesgo,0,0
cust05775,masculino,54,alemania,berlin,individual,21,mobile,mensual,19,1,16.9,3,0.15,5,70,1470,tarjeta,0,0,1,1,29.23,tecnico,3.0,0,0.27,5.0,neutral,activo,0,0
cust05776,masculino,54,australia,sydney,individual,33,web,mensual,8,2,23.7,3,-0.15,4,20,660,paypal,0,0,1,0,27.34,sin queja,3.0,0,0.89,6.0,neutral,activo,0,0
cust05777,femenino,54,uk,londres,sme,27,web,mensual,6,3,9.42,5,-0.03,9,10,270,tarjeta,1,0,0,1,23.54,facturacion,5.0,0,0.66,9.0,muy satisfecho,en riesgo,0,0
cust05778,masculino,20,canada,toronto,sme,14,web,mensual,33,3,1.0,8,0.08,4,30,420,tarjeta,0,0,0,4,25.19,servicio,3.0,0,0.87,5.0,neutral,activo,0,1
cust05779,femenino,52,australia,sydney,sme,10,web,mensual,25,3,14.65,2,0.13,6,20,200,paypal,1,0,0,1,23.01,facturacion,3.0,0,0.37,5.0,neutral,activo,0,0
cust05780,masculino,69,banglades,dhaka,sme,42,web,mensual,0,0,23.4,5,0.01,39,100,4200,paypal,3,0,0,1,20.3,facturacion,3.0,0,0.31,5.0,neutral,inactivo,0,0
cust05781,masculino,40,uk,londres,individual,15,referido,anual,15,3,12.53,6,0.33,15,20,300,transferencia bancaria,1,0,1,1,19.88,facturacion,5.0,0,0.89,9.0,muy satisfecho,en riesgo,0,0
cust05782,femenino,45,banglades,dhaka,sme,2,web,trimestral,0,0,18.66,4,-0.16,72,70,140,transferencia bancaria,0,0,0,1,5.73,facturacion,2.0,0,0.34,3.0,insatisfecho,inactivo,1,1
cust05783,femenino,47,india,delhi,sme,48,web,anual,12,2,1.0,2,0.33,3,100,4800,tarjeta,0,0,0,1,21.23,tecnico,3.0,0,0.9,6.0,neutral,activo,0,0
cust05784,masculino,35,us,new york,sme,41,mobile,mensual,14,7,19.0,4,-0.25,28,20,820,tarjeta,1,0,0,1,20.27,facturacion,4.0,0,0.82,6.0,satisfecho,en riesgo,0,0
cust05785,femenino,69,banglades,dhaka,sme,4,web,mensual,0,3,25.71,3,0.01,31,20,80,paypal,1,0,0,5,17.22,facturacion,2.0,0,0.03,3.0,insatisfecho,inactivo,1,1
cust05786,femenino,53,alemania,berlin,individual,22,referido,trimestral,22,2,27.95,9,-0.21,3,70,1540,tarjeta,0,1,0,3,17.74,otro tipo de queja,3.0,1,0.39,4.0,neutral,activo,0,0
cust05787,femenino,50,alemania,berlin,individual,43,mobile,mensual,8,1,21.96,8,0.07,11,30,1290,tarjeta,0,0,0,2,24.41,servicio,4.0,0,0.93,7.0,satisfecho,en riesgo,0,0
cust05788,femenino,43,alemania,berlin,individual,14,web,mensual,15,7,32.87,4,-0.21,19,50,700,paypal,0,0,0,1,20.19,facturacion,5.0,0,0.99,9.0,muy satisfecho,en riesgo,0,0
cust05789,masculino,65,uk,londres,individual,14,referido,anual,13,7,21.09,6,0.09,19,30,420,tarjeta,0,0,0,1,31.56,facturacion,5.0,0,0.86,9.0,muy satisfecho,en riesgo,0,0
cust05790,femenino,57,australia,sydney,individual,3,web,trimestral,0,0,14.32,3,-0.07,65,20,60,tarjeta,1,0,1,2,9.46,facturacion,2.0,1,0.14,3.0,insatisfecho,inactivo,1,1
cust05791,masculino,34,us,new york,individual,33,mobile,mensual,9,6,11.73,8,-0.24,5,70,2310,transferencia bancaria,0,0,0,1,33.43,servicio,4.0,2,0.89,7.0,satisfecho,activo,0,0
cust05792,masculino,57,alemania,berlin,enterprise,45,referido,trimestral,6,7,3.51,2,0.25,14,20,900,tarjeta,0,0,0,0,37.21,sin queja,4.0,0,0.9,7.0,satisfecho,en riesgo,0,0
cust05793,masculino,24,australia,sydney,sme,25,referido,mensual,17,6,10.53,2,0.12,14,30,750,paypal,0,0,0,0,31.84,sin queja,4.0,0,0.98,7.0,satisfecho,en riesgo,0,0
cust05794,masculino,74,banglades,dhaka,sme,14,web,trimestral,17,2,7.31,5,0.1,24,50,700,paypal,0,0,0,2,2.23,otro tipo de queja,4.0,0,0.97,7.0,satisfecho,en riesgo,0,0
cust05795,femenino,25,canada,toronto,individual,1,web,mensual,2,3,20.55,3,0.29,58,50,50,tarjeta,1,0,0,1,26.15,facturacion,2.0,2,0.0,3.0,insatisfecho,inactivo,1,1
cust05796,femenino,70,india,delhi,individual,37,web,mensual,22,2,6.79,9,-0.05,26,100,3700,tarjeta,0,0,1,0,12.23,sin queja,3.0,0,0.1,5.0,neutral,en riesgo,0,1
cust05797,masculino,73,canada,toronto,sme,3,mobile,mensual,2,3,7.79,3,0.2,32,50,150,tarjeta,0,0,0,0,14.8,sin queja,2.0,0,0.28,3.0,insatisfecho,inactivo,1,1
cust05798,masculino,48,us,new york,individual,9,referido,anual,28,4,21.71,3,-0.13,0,50,450,paypal,0,0,0,1,20.26,facturacion,3.0,1,0.41,5.0,neutral,activo,0,0
cust05799,masculino,29,alemania,berlin,sme,1,web,mensual,1,5,11.24,5,0.02,47,20,20,tarjeta,1,1,0,1,25.62,facturacion,1.0,0,0.01,1.0,muy insatisfecho,inactivo,1,1
cust05800,masculino,65,canada,toronto,enterprise,4,web,trimestral,2,0,20.95,2,-0.22,57,20,80,transferencia bancaria,0,0,0,0,32.61,sin queja,2.0,0,0.37,3.0,insatisfecho,inactivo,1,1
cust05801,femenino,48,india,delhi,individual,23,referido,mensual,28,1,27.31,4,0.3,4,10,230,tarjeta,0,1,0,1,26.09,facturacion,3.0,1,0.62,5.0,neutral,activo,0,0
cust05802,masculino,61,australia,sydney,sme,48,web,mensual,18,2,8.51,3,-0.02,8,50,2400,paypal,0,1,0,3,17.72,tecnico,4.0,0,0.87,7.0,satisfecho,en riesgo,0,0
cust05803,femenino,36,australia,sydney,individual,30,web,mensual,11,6,17.2,5,-0.09,8,10,300,tarjeta,0,1,0,2,39.54,tecnico,5.0,0,0.97,9.0,muy satisfecho,en riesgo,0,0
cust05804,masculino,27,canada,toronto,sme,31,web,mensual,15,5,35.43,8,0.31,26,10,310,tarjeta,2,0,0,1,35.11,facturacion,4.0,0,0.82,7.0,satisfecho,en riesgo,0,0
cust05805,masculino,56,banglades,dhaka,individual,4,web,trimestral,1,2,19.62,8,0.12,61,50,200,tarjeta,1,0,0,1,8.02,facturacion,2.0,1,0.03,3.0,insatisfecho,inactivo,1,1
cust05806,masculino,29,banglades,dhaka,individual,22,referido,anual,16,4,21.55,4,-0.09,6,10,220,paypal,0,1,1,1,5.08,facturacion,3.0,0,0.28,4.0,neutral,activo,0,0
cust05807,masculino,37,alemania,berlin,sme,31,referido,mensual,19,3,14.16,6,-0.06,16,20,620,paypal,0,0,1,1,9.15,facturacion,5.0,1,0.87,9.0,muy satisfecho,en riesgo,0,0
cust05808,femenino,54,india,delhi,sme,43,web,mensual,25,1,16.3,8,0.05,17,50,2150,paypal,0,0,0,0,20.31,sin queja,3.0,0,0.33,5.0,neutral,en riesgo,0,0
cust05809,femenino,65,us,new york,sme,5,referido,anual,2,3,20.49,3,0.39,57,20,100,tarjeta,0,0,0,2,19.0,otro tipo de queja,2.0,0,0.37,3.0,insatisfecho,inactivo,1,0
cust05810,femenino,58,alemania,berlin,individual,6,web,anual,15,3,6.78,5,-0.1,3,20,120,tarjeta,0,1,0,0,6.66,sin queja,3.0,0,0.42,5.0,neutral,activo,1,0
cust05811,masculino,24,uk,londres,sme,21,referido,mensual,15,2,5.61,5,0.13,19,30,630,paypal,2,0,0,2,38.33,facturacion,4.0,1,0.84,7.0,satisfecho,en riesgo,0,1
cust05812,masculino,69,canada,toronto,sme,46,web,mensual,12,2,17.82,4,-0.03,6,20,920,transferencia bancaria,0,0,1,2,11.22,servicio,5.0,1,0.86,9.0,muy satisfecho,activo,0,1
cust05813,femenino,71,uk,londres,enterprise,46,referido,mensual,5,2,13.36,7,0.16,16,50,2300,paypal,2,1,0,2,19.14,facturacion,4.0,0,0.69,7.0,satisfecho,en riesgo,0,0
cust05814,femenino,31,canada,toronto,sme,23,web,mensual,19,7,5.75,7,-0.03,15,50,1150,tarjeta,0,0,0,1,20.0,facturacion,4.0,0,0.94,7.0,satisfecho,en riesgo,0,0
cust05815,masculino,28,us,new york,sme,5,web,mensual,1,5,4.17,7,-0.0,40,50,250,transferencia bancaria,1,0,0,1,34.72,facturacion,1.0,0,0.06,1.0,muy insatisfecho,inactivo,1,1
cust05816,masculino,24,alemania,berlin,sme,6,referido,anual,1,0,22.25,3,-0.22,74,20,120,paypal,1,1,0,1,31.69,facturacion,1.0,0,0.12,1.0,muy insatisfecho,inactivo,1,1
cust05817,femenino,46,india,delhi,individual,33,web,mensual,23,0,14.75,5,-0.0,1,10,330,paypal,1,0,0,1,6.01,facturacion,3.0,0,0.43,5.0,neutral,activo,0,0
cust05818,masculino,27,banglades,dhaka,individual,18,referido,mensual,13,2,12.03,3,0.41,11,70,1260,tarjeta,1,0,0,1,6.36,facturacion,4.0,0,0.67,7.0,satisfecho,en riesgo,0,0
cust05819,masculino,46,banglades,dhaka,individual,21,web,trimestral,13,3,14.85,2,-0.15,10,20,420,paypal,0,1,0,1,26.48,facturacion,4.0,0,0.95,7.0,satisfecho,en riesgo,0,0
cust05820,femenino,26,alemania,berlin,sme,13,web,mensual,9,1,15.26,4,-0.01,13,10,130,tarjeta,0,1,1,0,29.54,sin queja,4.0,0,0.99,7.0,satisfecho,en riesgo,0,0
cust05821,masculino,53,canada,toronto,sme,38,referido,mensual,16,1,13.52,8,0.02,3,30,1140,tarjeta,1,1,1,1,29.09,facturacion,4.0,0,0.87,7.0,satisfecho,activo,0,0
cust05822,femenino,65,banglades,dhaka,sme,29,mobile,anual,19,3,3.47,5,0.17,22,50,1450,tarjeta,1,0,0,2,30.16,facturacion,4.0,0,0.77,8.0,satisfecho,en riesgo,0,0
cust05823,masculino,27,australia,sydney,individual,50,web,trimestral,9,7,17.71,4,0.03,27,20,1000,tarjeta,1,0,0,1,37.63,facturacion,4.0,1,0.89,7.0,satisfecho,en riesgo,0,0
cust05824,femenino,36,uk,londres,individual,35,web,anual,7,5,8.1,3,0.21,6,10,350,tarjeta,0,1,1,1,34.17,facturacion,4.0,0,0.91,6.0,satisfecho,activo,0,0
cust05825,masculino,73,india,delhi,individual,56,mobile,mensual,32,6,12.17,5,-0.11,27,70,3920,tarjeta,1,0,1,3,37.06,facturacion,3.0,0,0.63,5.0,neutral,en riesgo,0,0
cust05826,femenino,48,india,delhi,individual,41,web,mensual,3,7,18.14,5,0.02,8,20,820,tarjeta,0,0,0,2,29.78,otro tipo de queja,3.0,0,0.45,5.0,neutral,en riesgo,0,0
cust05827,femenino,34,banglades,dhaka,individual,1,web,anual,2,4,20.44,8,0.01,65,30,30,tarjeta,0,0,0,2,50.88,otro tipo de queja,2.0,0,0.29,3.0,insatisfecho,inactivo,1,1
cust05828,femenino,26,alemania,berlin,enterprise,37,mobile,mensual,18,3,17.23,4,-0.07,24,10,370,tarjeta,0,0,0,3,33.76,facturacion,4.0,0,0.96,7.0,satisfecho,en riesgo,0,0
cust05829,femenino,62,alemania,berlin,individual,16,mobile,trimestral,11,1,15.83,2,0.02,21,30,480,transferencia bancaria,1,0,0,1,22.81,facturacion,4.0,0,0.85,7.0,satisfecho,en riesgo,0,0
cust05830,masculino,50,canada,toronto,individual,41,referido,mensual,10,4,21.31,6,-0.1,7,30,1230,tarjeta,1,0,0,1,34.34,facturacion,4.0,0,0.85,6.0,satisfecho,activo,0,0
cust05831,masculino,51,australia,sydney,individual,24,mobile,mensual,6,5,18.02,6,0.14,21,100,2400,tarjeta,1,0,0,1,16.85,facturacion,4.0,1,0.81,7.0,satisfecho,en riesgo,0,1
cust05832,femenino,62,uk,londres,enterprise,38,web,trimestral,14,5,8.41,5,-0.17,12,10,380,paypal,0,1,0,1,28.48,otro tipo de queja,4.0,0,0.89,7.0,satisfecho,en riesgo,0,0
cust05833,masculino,41,australia,sydney,sme,15,web,trimestral,11,4,21.24,3,-0.21,22,30,450,tarjeta,1,0,0,2,28.2,facturacion,5.0,0,0.8,9.0,muy satisfecho,en riesgo,0,0
cust05834,masculino,26,india,delhi,individual,24,web,anual,9,7,20.76,5,-0.13,4,50,1200,tarjeta,1,0,0,3,31.58,facturacion,3.0,0,0.36,5.0,neutral,activo,0,0
cust05835,masculino,24,australia,sydney,enterprise,16,web,mensual,20,1,16.17,3,0.03,16,10,160,tarjeta,0,1,0,2,12.63,tecnico,4.0,1,0.91,8.0,satisfecho,en riesgo,0,0
cust05836,masculino,33,banglades,dhaka,individual,24,web,trimestral,17,4,19.42,5,0.09,8,30,720,transferencia bancaria,1,1,0,1,35.63,facturacion,3.0,0,0.75,6.0,neutral,en riesgo,0,0
cust05837,masculino,36,canada,toronto,individual,20,referido,mensual,6,5,16.72,3,-0.08,20,50,1000,tarjeta,1,0,0,1,22.51,facturacion,4.0,0,0.86,7.0,satisfecho,en riesgo,0,1
cust05838,femenino,56,australia,sydney,individual,17,referido,trimestral,31,0,1.0,5,0.1,43,50,850,tarjeta,0,0,0,1,35.83,otro tipo de queja,3.0,0,0.35,5.0,neutral,inactivo,0,0
cust05839,femenino,23,uk,londres,individual,5,mobile,mensual,2,2,12.2,10,-0.39,70,30,150,paypal,0,1,1,0,25.24,sin queja,2.0,0,0.35,3.0,insatisfecho,inactivo,1,1
cust05840,femenino,67,india,delhi,sme,10,mobile,mensual,29,5,13.87,9,-0.04,14,30,300,tarjeta,2,0,0,2,26.14,facturacion,3.0,0,0.7,6.0,neutral,en riesgo,0,0
cust05841,femenino,68,us,new york,enterprise,13,web,mensual,16,5,13.69,3,-0.06,22,50,650,transferencia bancaria,0,0,1,2,21.12,tecnico,4.0,0,0.86,7.0,satisfecho,en riesgo,0,0
cust05842,masculino,28,india,delhi,sme,1,mobile,mensual,0,4,11.55,8,0.07,40,70,70,paypal,0,0,1,1,20.68,facturacion,2.0,0,0.37,3.0,insatisfecho,inactivo,1,1
cust05843,masculino,29,us,new york,individual,5,referido,trimestral,0,4,14.79,4,0.17,84,20,100,tarjeta,1,1,0,1,28.1,facturacion,3.0,1,0.13,4.0,neutral,inactivo,1,0
cust05844,femenino,59,uk,londres,individual,50,mobile,mensual,32,0,20.37,2,0.42,0,20,1000,tarjeta,2,1,0,2,20.78,facturacion,3.0,1,0.88,5.0,neutral,activo,0,0
cust05845,masculino,30,india,delhi,individual,15,web,trimestral,40,0,16.72,4,0.0,7,20,300,tarjeta,1,0,0,2,7.29,facturacion,3.0,0,0.3,5.0,neutral,activo,0,0
cust05846,masculino,29,india,delhi,individual,6,mobile,mensual,1,7,13.76,3,-0.58,85,30,180,tarjeta,2,1,0,2,22.76,facturacion,2.0,0,0.1,3.0,insatisfecho,inactivo,1,1
cust05847,femenino,38,india,delhi,individual,56,mobile,mensual,37,7,1.49,8,0.03,6,10,560,transferencia bancaria,0,0,0,0,1.0,sin queja,3.0,0,0.59,5.0,neutral,activo,0,0
cust05848,masculino,27,india,delhi,individual,58,web,mensual,12,3,22.44,7,-0.02,11,20,1160,paypal,0,0,0,0,12.76,sin queja,3.0,0,0.49,5.0,neutral,en riesgo,0,0
cust05849,femenino,37,canada,toronto,sme,42,web,anual,6,6,11.69,4,0.08,21,20,840,transferencia bancaria,1,0,1,1,14.0,facturacion,4.0,0,0.7,7.0,satisfecho,en riesgo,0,0
cust05850,femenino,67,alemania,berlin,sme,11,mobile,anual,8,1,27.12,6,0.09,2,30,330,transferencia bancaria,0,0,1,0,29.78,sin queja,4.0,0,1.0,6.0,satisfecho,activo,0,0
