cliente_id,genero,edad,pais,ciudad,segmento_cliente,es_mayor,tiene_pareja,tiene_dependientes,latitud,longitud,borough,codigo_postal,estado,fecha_registro,ingreso_mediano,densidad_poblacional,tipo_contrato,antiguedad,cargo_mensual,ingresos_totales,metodo_pago,canal_registro,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,nivel_riesgo,score_riesgo,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,dias_ultima_conexion,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,puntuacion_csat,puntuacion_nps,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,cancelacion,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,visitas_app_mensual,tiempo_sesion_promedio,features_nuevas_usadas,ultimo_contacto_soporte,competidores_area,ofertas_recibidas,precio_vs_mercado
3750-YHRYO,Masculino,39.0,USA,New York,Residencial,0,Si,Si,40.74614334439662,-73.9051423418958,BROOKLYN,11231,NY,2025-06-14,63000.0,14000.0,Un año,7,23.83,166.81,Cheque por correo,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,98,5,103.55,10,13.9,1.0,2,32.0,Ninguna,0,2.9,59.0,0.26,0.12,Satisfecho,0.0,1,2025-11-16,3,0,0,0,25,92.49,8,2025-08-26,3,3,Bajo
3751-KTZEL,Femenino,46.0,USA,New York,Residencial,0,No,No,40.736606943026686,-73.9219134910834,MANHATTAN,10258,NY,2025-12-11,85000.0,28000.0,Mensual,1,76.31,76.31,Cheque por correo,Web,1,No,No,No,No,Sin servicio,DSL,No,No,No,No,No,Si,High,8.722999999999999,121,7,75.69,9,19.21,7.0,6,44.0,Red,2,2.0,11.0,0.17,0.06,Muy satisfecho,0.0,0,2025-12-02,0,0,0,0,99,79.66,4,2025-11-27,2,0,Competitivo
3752-CQSJI,Femenino,45.0,USA,New York,Residencial,0,Si,Si,40.691437439184014,-73.86636200058223,BROOKLYN,11240,NY,2024-12-16,63000.0,14000.0,Mensual,13,24.13,313.69,Cheque por correo,Web,1,No,No,Si,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,145,5,95.44,5,11.9,0.0,1,12.2,Ninguna,0,4.2,82.0,0.61,0.24,Sin Respuesta,2.0,0,2025-12-23,0,30,0,0,58,101.42,6,2025-07-08,3,0,Competitivo
3753-TSEMP,Femenino,32.0,USA,New York,PYME,0,Si,No,40.74788680059158,-74.00465566722998,BRONX,10456,NY,2024-10-17,42000.0,13000.0,Mensual,15,132.65,1989.75,Cheque electrónico,Web,4,15%,No,No,Si,No,Fibra óptica,No,No,No,No,Si,Si,Alto,10.5,11,2,14.66,4,-11.21,12.0,8,45.3,Servicio,2,2.2,21.0,0.06,0.02,Muy insatisfecho,0.0,1,2025-11-20,1,0,1,0,61,88.93,0,2025-08-20,5,3,Bajo
3754-DXMRT,Masculino,40.0,USA,New York,Residencial,1,No,No,40.72656788823922,-73.98913303589015,QUEENS,11656,NY,2025-11-11,72000.0,8500.0,Mensual,2,61.05,122.1,Cheque electrónico,Web,0,10%,Si,Si,Si,No,DSL,No,No,No,No,No,No,Alto,10.0,8,2,34.82,1,-13.93,59.0,8,19.1,Red,0,2.5,15.0,0.19,0.07,Muy insatisfecho,0.0,1,2025-11-13,0,0,0,0,79,65.91,7,2025-09-05,5,2,Bajo
3755-JBMNH,Masculino,54.0,USA,New York,PYME,1,Si,No,40.77823070128827,-73.97818060634003,BROOKLYN,11213,NY,2024-09-17,63000.0,14000.0,Mensual,16,95.04,1520.64,Transferencia bancaria,Web,1,10%,No,Si,Si,No,Fibra óptica,No,No,No,No,No,No,Alto,10.5,14,3,33.59,4,-0.56,23.0,5,19.4,Red,1,2.9,8.0,0.18,0.06,Muy insatisfecho,0.0,1,2025-12-12,0,0,0,0,4,64.92,1,2025-12-23,5,1,Competitivo
3756-VNWDH,Masculino,55.0,USA,New York,Corporativo,1,Si,No,40.57809092279706,-73.9828970207964,BROOKLYN,11243,NY,2020-09-08,63000.0,14000.0,Un año,65,126.86,8245.9,Cheque electrónico,Web,0,No,No,Si,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,Low,0.17,90,5,88.94,10,8.2,8.0,2,47.1,Ninguna,0,3.5,65.0,0.46,0.16,Muy satisfecho,0.0,0,2025-11-13,1,0,0,0,25,17.31,3,2025-11-18,5,0,Competitivo
3757-NJYBX,Masculino,45.0,USA,New York,PYME,1,Si,No,40.72017848511896,-73.82038747759226,MANHATTAN,10245,NY,2023-05-26,85000.0,28000.0,Mensual,32,156.08,4994.56,Transferencia bancaria,Web,0,No,No,No,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Medium,3.676,144,4,102.39,5,1.67,0.0,8,24.1,Calidad,0,1.8,6.0,0.11,0.05,Satisfecho,0.0,0,2025-11-22,0,30,0,0,82,54.96,9,2025-10-18,8,0,Alto
3758-CKOQL,Femenino,44.0,USA,New York,Corporativo,0,Si,No,40.68589561569815,-73.9117904049002,BROOKLYN,11248,NY,2021-03-07,63000.0,14000.0,Un año,59,130.0,7670.0,Tarjeta de crédito,Web,0,10%,No,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,No,Si,Low,0.152,131,5,111.01,10,2.55,5.0,2,5.9,Ninguna,0,2.8,58.0,0.36,0.14,Neutral,1.0,0,2025-11-15,3,10,0,1,5,65.08,6,2025-12-30,2,3,Alto
3761-FLYZI,Femenino,51.0,USA,New York,PYME,1,Si,No,40.62497805396665,-74.13593294860854,QUEENS,11408,NY,2020-09-08,72000.0,8500.0,Mensual,65,130.31,8470.15,Transferencia bancaria,Web,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Low,0.243,133,4,107.2,5,-0.53,6.0,3,18.0,Ninguna,0,3.3,45.0,0.49,0.24,No respondió,1.0,0,2025-12-03,0,0,0,0,23,59.04,5,2025-11-23,4,1,Competitivo
3763-GCZHZ,Masculino,48.0,USA,New York,Corporativo,0,Si,No,40.67191486357623,-73.95032041066949,STATEN ISLAND,10305,NY,2020-08-09,82000.0,3200.0,Un año,66,151.09,9971.94,Cheque electrónico,Web,0,No,No,Si,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Low,0.414,63,6,54.57,5,3.51,8.0,3,7.7,Precio,0,1.5,20.0,0.12,0.05,Muy satisfecho,0.0,0,2025-11-15,3,5,0,1,94,94.24,3,2025-12-24,8,3,Alto
3764-MNMOI,Masculino,61.0,USA,New York,Residencial,0,No,No,40.63013979186509,-74.10869639055332,BRONX,10472,NY,2022-04-01,42000.0,13000.0,Dos años,46,27.52,1265.92,Tarjeta de crédito,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,75,5,100.83,6,18.76,6.0,1,30.7,Ninguna,0,3.3,63.0,0.35,0.11,Satisfecho,0.0,0,2025-11-04,2,15,1,0,94,23.51,7,2025-10-11,7,2,Bajo
3765-JXVKY,Femenino,47.0,USA,New York,PYME,0,No,No,40.79810267907138,-73.9398929718042,MANHATTAN,10272,NY,2025-12-11,85000.0,28000.0,Mensual,1,104.17,104.17,Cheque electrónico,Web,0,No,Si,Si,Si,No,Fibra óptica,No,Si,No,No,No,No,Alto,11.0,20,1,25.74,1,-2.59,29.0,5,42.0,Servicio,0,1.9,3.0,0.24,0.09,No respondió,0.0,1,2025-12-04,0,0,0,0,52,96.41,6,2025-07-10,6,0,Bajo
3766-EJLFL,Femenino,38.0,USA,New York,Corporativo,0,Si,Si,40.75970429635071,-73.90087442788378,BRONX,10465,NY,2020-06-10,42000.0,13000.0,Dos años,68,176.4,11995.2,Transferencia bancaria,Web,0,No,No,Si,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Low,0.0,136,5,70.04,7,24.62,1.0,2,3.6,Ninguna,0,4.3,70.0,0.65,0.21,Satisfecho,0.0,0,2025-12-27,0,0,0,0,6,90.29,5,2025-12-07,8,1,Alto
3768-NLUBH,Masculino,31.0,USA,New York,PYME,1,Si,No,40.57544337413807,-73.99554353844375,BRONX,10451,NY,2021-05-06,42000.0,13000.0,Mensual,57,126.11,7188.2699999999995,Cheque electrónico,Web,0,No,No,No,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Medium,4.939,49,5,110.97,5,10.73,5.0,6,47.9,Facturacion,1,2.0,22.0,0.08,0.02,Satisfecho,0.0,0,2025-11-03,0,15,0,0,9,108.59,4,2025-11-26,8,2,Competitivo
3768-VHXQO,Masculino,20.0,USA,New York,Residencial,0,Si,No,40.69009212356663,-73.98396088502788,BRONX,10473,NY,2020-07-10,42000.0,13000.0,Dos años,67,17.88,1197.96,Tarjeta de crédito,Web,0,No,No,No,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,60,6,86.97,10,10.64,9.0,1,34.0,Ninguna,0,4.7,77.0,0.59,0.26,Muy satisfecho,1.0,0,2025-12-16,1,0,0,1,38,47.95,4,2025-11-19,6,0,Alto
3769-MHZNV,Femenino,29.0,USA,New York,Residencial,0,Si,Si,40.11238533659802,-77.51958437167269,BROOKLYN,11233,NY,2023-04-26,63000.0,14000.0,Dos años,33,28.57,942.81,Cheque por correo,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,66,4,82.59,8,0.74,6.0,1,16.6,Ninguna,0,3.8,64.0,0.31,0.12,Satisfecho,0.0,0,2025-11-26,1,30,1,0,85,25.3,10,2025-11-17,1,1,Competitivo
3771-PZOBW,Masculino,45.0,USA,New York,PYME,0,No,No,40.60775676428357,-73.96072237831324,BROOKLYN,11231,NY,2024-05-20,63000.0,14000.0,Mensual,20,103.77,2075.4,Tarjeta de crédito,Web,0,No,Si,Si,Si,Si,Fibra óptica,No,No,Si,No,Si,No,Low,0.498,94,4,103.84,11,12.59,5.0,4,28.1,Servicio,1,3.2,56.0,0.37,0.12,Muy satisfecho,1.0,0,2025-11-24,1,0,0,0,77,92.24,6,2025-12-27,2,3,Alto
3774-VBNXY,Femenino,33.0,USA,New York,Residencial,0,Si,Si,40.63597408452827,-74.00904350945116,BROOKLYN,11204,NY,2020-10-08,63000.0,14000.0,Dos años,64,15.3,979.2,Cheque por correo,Web,1,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,124,7,86.5,10,13.25,3.0,2,30.1,Ninguna,0,3.9,51.0,0.37,0.18,No respondió,0.0,0,2025-12-30,0,5,0,1,27,72.67,10,2025-09-14,6,0,Competitivo
3776-EKTKM,Femenino,46.0,USA,New York,Residencial,1,No,No,40.75956956551904,-73.83013930521312,BROOKLYN,11239,NY,2025-12-11,63000.0,14000.0,Mensual,1,72.17,72.17,Cheque electrónico,Web,1,No,No,Si,No,Sin servicio,DSL,No,No,No,No,Si,No,High,8.536,130,4,109.35,5,1.2,6.0,8,14.3,Servicio,1,1.8,0.0,0.21,0.1,Satisfecho,0.0,0,2025-12-28,0,5,0,0,41,86.94,5,2025-09-03,2,0,Competitivo
3777-XROBG,Femenino,45.0,USA,New York,Residencial,0,Si,Si,40.82652377130894,-73.95036757794742,BROOKLYN,11242,NY,2021-04-06,63000.0,14000.0,Dos años,58,19.67,1140.86,Tarjeta de crédito,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,135,5,52.72,8,-2.36,9.0,1,15.4,Ninguna,0,3.3,62.0,0.44,0.2,Satisfecho,1.0,0,2025-11-14,1,0,1,1,61,119.63,3,2025-10-15,1,0,Competitivo
3778-FOAQW,Femenino,23.0,USA,New York,Residencial,0,Si,No,40.763752094334635,-73.97762220451371,BROOKLYN,11214,NY,2024-01-21,63000.0,14000.0,Un año,24,19.8,475.2000000000001,Cheque por correo,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,44,6,103.21,8,6.06,5.0,2,12.0,Ninguna,0,4.3,71.0,0.5,0.17,Neutral,0.0,0,2025-12-07,1,0,1,0,51,27.37,6,2025-12-07,6,0,Bajo
3779-OSWCF,Femenino,52.0,USA,New York,Corporativo,0,Si,No,40.69621095165758,-73.79099975386217,QUEENS,11409,NY,2020-03-12,72000.0,8500.0,Dos años,71,227.6767993398067,16165.052753126278,Tarjeta de crédito,Web,0,No,No,No,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Low,0.193,138,7,57.29,10,0.16,5.0,2,5.1,Ninguna,0,3.5,67.0,0.47,0.2,Satisfecho,0.0,0,2025-12-04,3,0,0,1,21,52.27,4,2025-10-21,1,3,Alto
3780-DDGSE,Masculino,46.0,USA,New York,PYME,1,Si,Si,40.72667614731992,-73.8940938049213,BROOKLYN,11202,NY,2023-02-25,63000.0,14000.0,Mensual,35,99.1,3468.5,Cheque electrónico,Web,2,No,No,Si,Si,No,DSL,No,Si,No,Si,Si,Si,Low,0.237,125,7,61.89,9,10.1,1.0,2,8.8,Ninguna,0,4.1,66.0,0.24,0.1,Neutral,0.0,0,2025-11-21,1,0,1,0,56,27.16,6,2025-08-06,4,3,Bajo
3780-YVMFA,Femenino,36.0,USA,New York,Residencial,0,Si,Si,40.716614204967264,-73.8378170138558,MANHATTAN,10062,NY,2025-05-15,85000.0,28000.0,Mensual,8,88.73,709.84,Cheque electrónico,Web,0,No,No,Si,Si,No,DSL,No,No,No,Si,Si,Si,Low,0.0,98,5,58.46,11,10.78,1.0,1,11.1,Ninguna,0,5.0,78.0,0.57,0.25,Satisfecho,4.0,0,2025-11-25,0,10,1,0,95,103.97,6,2025-08-30,4,0,Competitivo
3785-KTYSH,Masculino,25.0,USA,New York,Residencial,0,No,No,40.7491954519191,-73.88967292647924,BRONX,10457,NY,2021-09-03,42000.0,13000.0,Dos años,53,21.05,1115.65,Cheque por correo,Web,0,No,No,No,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,75,6,62.88,6,13.24,5.0,2,20.7,Ninguna,0,4.2,82.0,0.54,0.22,Muy satisfecho,2.0,0,2025-11-27,1,0,0,0,10,6.95,10,2025-10-01,5,0,Competitivo
3785-NRHYR,Masculino,21.0,USA,New York,Residencial,0,No,No,40.72025476164997,-73.98733750631449,BRONX,10458,NY,2025-12-11,42000.0,13000.0,Mensual,1,25.54,25.54,Cheque por correo,Web,1,10%,Si,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.597,113,7,99.89,11,13.08,0.0,2,40.1,Ninguna,0,3.0,45.0,0.29,0.1,Satisfecho,1.0,0,2025-12-02,0,0,0,0,13,20.55,1,2025-07-06,7,1,Competitivo
3786-WOVKF,Femenino,60.0,USA,New York,Corporativo,1,Si,No,40.90177509898233,-73.84707069779556,STATEN ISLAND,10309,NY,2020-02-11,82000.0,3200.0,Un año,72,160.88,11583.36,Transferencia bancaria,Web,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,Low,0.026,73,6,94.15,8,15.25,7.0,2,28.2,Ninguna,0,4.2,83.0,0.72,0.27,Sin Respuesta,0.0,0,2025-12-07,1,10,0,0,30,33.51,3,2025-08-07,6,0,Bajo
3787-TRIAL,Masculino,52.0,USA,New York,Residencial,0,Si,Si,40.57767169681579,-74.1071314649569,QUEENS,11196,NY,2024-04-20,72000.0,8500.0,Mensual,21,53.09,1114.89,Cheque electrónico,Web,1,No,No,Si,No,Sin servicio,DSL,No,No,No,No,No,No,Low,0.493,91,4,62.23,8,1.91,8.0,4,44.9,Ninguna,0,3.8,38.0,0.27,0.12,No respondió,1.0,0,2025-12-07,1,30,1,0,3,93.7,9,2025-09-28,4,0,Competitivo
3791-LGQCY,Femenino,50.0,USA,New York,PYME,1,Si,No,40.6945145222628,-73.80990498063011,STATEN ISLAND,10311,NY,2021-06-05,82000.0,3200.0,Mensual,56,139.75,7826.0,Transferencia bancaria,Web,0,10%,No,Si,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Medium,4.344,45,7,65.26,7,16.93,7.0,5,28.8,Red,1,2.4,0.0,0.08,0.03,Satisfecho,0.0,0,2025-11-19,1,15,1,0,21,77.27,3,2025-07-28,4,3,Competitivo
3793-MMFUH,Femenino,56.0,USA,New York,PYME,1,No,No,40.795564310084025,-73.93574188917331,MANHATTAN,10062,NY,2024-12-16,85000.0,28000.0,Mensual,13,119.23,1549.99,Cheque electrónico,Web,1,No,No,Si,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Alto,10.5,18,3,13.48,1,-4.5,35.0,7,42.9,Facturacion,3,2.6,5.0,0.05,0.02,Muy insatisfecho,0.0,1,2025-12-27,1,30,0,0,92,49.69,6,2025-07-27,1,1,Competitivo
3794-NFNCH,Masculino,25.0,USA,New York,Residencial,0,Si,No,40.5969231775654,-73.96109604131952,BROOKLYN,11208,NY,2023-07-25,63000.0,14000.0,Mensual,30,56.44,1693.1999999999998,Cheque por correo,Web,0,No,No,Si,Si,No,DSL,No,No,Si,No,No,No,Low,0.0,98,7,76.08,6,8.12,5.0,1,41.2,Ninguna,0,4.7,80.0,0.45,0.22,Sin Respuesta,2.0,0,2025-12-28,1,0,0,0,98,23.25,7,2025-10-19,7,1,Alto
3795-CAWEX,Masculino,54.0,USA,New York,Corporativo,0,Si,Si,40.631999428968406,-74.02756124619522,BROOKLYN,11246,NY,2020-04-11,63000.0,14000.0,Dos años,70,149.74,10481.8,Tarjeta de crédito,Web,1,No,No,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Low,0.152,96,4,73.39,6,14.44,9.0,2,7.2,Ninguna,0,3.1,65.0,0.25,0.09,Muy satisfecho,0.0,0,2025-11-27,1,0,0,0,63,41.99,10,2025-09-19,7,0,Competitivo
3795-GWTRD,Femenino,42.0,USA,New York,PYME,0,Si,Si,40.5998337360189,-74.00229026244871,MANHATTAN,10098,NY,2020-11-07,85000.0,28000.0,Dos años,63,94.93,5980.59,Tarjeta de crédito,Web,1,No,No,No,Si,No,DSL,Si,Si,Si,Si,Si,No,Low,0.0,76,7,55.94,10,10.04,0.0,1,10.5,Ninguna,0,4.8,93.0,0.62,0.3,Muy satisfecho,0.0,0,2025-11-04,1,10,1,0,76,90.49,0,2025-09-19,3,1,Alto
3796-ENZGF,Masculino,31.0,USA,New York,PYME,0,Si,No,40.89239390764565,-73.85792126436459,MANHATTAN,10029,NY,2020-11-07,85000.0,28000.0,Dos años,63,103.07,6493.41,Cheque por correo,Web,0,No,No,No,Si,Si,DSL,No,Si,No,Si,No,Si,Low,0.0,97,5,107.6,11,10.77,7.0,2,11.8,Ninguna,0,4.3,84.0,0.54,0.17,Sin Respuesta,1.0,0,2025-11-12,0,10,0,0,83,48.92,6,2025-10-07,5,1,Competitivo
3797-FKOGQ,Masculino,42.0,USA,New York,PYME,0,No,Si,40.71063661380176,-73.898079807932,QUEENS,11275,NY,2025-02-14,72000.0,8500.0,Mensual,11,128.25,1410.75,Cheque electrónico,Web,0,No,No,No,Si,Si,Fibra óptica,No,No,No,No,No,Si,Low,0.34,122,7,108.94,9,-4.3,0.0,2,37.3,Servicio,0,3.5,67.0,0.48,0.16,Neutral,0.0,0,2025-12-08,0,0,0,0,82,58.2,10,2025-07-11,5,0,Competitivo
3797-VTIDR,Masculino,60.0,USA,New York,Residencial,0,Si,No,40.76298784684375,-73.91571691421197,BRONX,10470,NY,2025-12-11,42000.0,13000.0,Mensual,1,54.8,54.8,Cheque electrónico,Web,1,15%,No,Si,No,Sin servicio,DSL,No,No,No,No,No,No,Alto,10.0,36,2,13.82,4,1.04,29.0,8,47.5,Red,0,1.1,7.0,0.1,0.03,Insatisfecho,0.0,1,2025-11-08,1,30,0,0,78,74.99,5,2025-09-20,2,3,Competitivo
3798-EPWRR,Femenino,22.0,USA,New York,Residencial,1,No,No,40.691190128864335,-73.82161226888616,QUEENS,11609,NY,2025-11-11,72000.0,8500.0,Mensual,2,61.97,123.94,Cheque electrónico,Web,2,10%,No,No,Si,No,DSL,No,No,No,No,No,No,Low,0.501,59,7,64.98,8,7.73,0.0,3,29.8,Servicio,0,3.4,48.0,0.44,0.16,No respondió,1.0,0,2025-11-05,2,0,0,1,89,109.98,9,2025-08-18,4,2,Competitivo
3799-ISUZQ,Masculino,38.0,USA,New York,Residencial,0,Si,Si,40.86727819612478,-73.92656508438151,MANHATTAN,10009,NY,2025-06-14,85000.0,28000.0,Mensual,7,84.28,589.96,Transferencia bancaria,Web,2,15%,No,Si,Si,No,Fibra óptica,No,No,No,No,No,No,Alto,10.5,25,3,35.76,3,-4.64,10.0,5,23.9,Calidad,0,2.9,14.0,0.1,0.05,Sin Respuesta,0.0,0,2025-11-09,0,0,0,0,83,33.76,0,2025-11-16,4,0,Alto
3800-LYTRK,Femenino,33.0,USA,New York,PYME,0,No,No,40.75952981925577,-73.99184213398384,BRONX,10464,NY,2024-11-16,42000.0,13000.0,Un año,14,64.13,897.8199999999999,Cheque por correo,Web,0,No,No,No,Si,No,DSL,Si,No,No,Si,No,No,Low,0.3239999999999999,118,7,110.25,6,6.7,4.0,2,6.7,Ninguna,0,3.5,69.0,0.4,0.13,Muy satisfecho,0.0,0,2025-12-08,0,10,1,0,60,56.52,7,2025-10-03,1,1,Bajo
3801-HMYNL,Masculino,54.0,USA,New York,PYME,0,Si,Si,40.87864683848,-73.86570365945379,QUEENS,11377,NY,2025-12-11,72000.0,8500.0,Mensual,1,114.94,114.94,Cheque por correo,Web,1,15%,Si,No,Si,No,Fibra óptica,No,No,No,No,Si,Si,Alto,12.0,21,1,12.51,1,-3.97,53.0,6,28.2,Calidad,0,2.9,6.0,0.25,0.12,Muy insatisfecho,0.0,1,2025-11-16,0,15,0,1,99,40.69,4,2025-07-30,4,1,Bajo
3803-KMQFW,Femenino,37.0,USA,New York,Residencial,0,Si,Si,40.755099848430675,-73.99253929750424,BROOKLYN,11249,NY,2025-12-11,63000.0,14000.0,Mensual,1,25.18,25.18,Cheque por correo,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,High,7.712,100,4,112.68,9,-3.38,5.0,6,18.4,Servicio,0,1.6,22.0,0.07,0.03,Neutral,0.0,0,2025-12-26,1,15,0,0,5,58.61,6,2025-10-22,2,0,Bajo
3804-RVTGV,Masculino,33.0,USA,New York,PYME,0,Si,Si,40.78786172417351,-73.97689908121396,BROOKLYN,11208,NY,2021-12-02,63000.0,14000.0,Mensual,50,150.34,7517.0,Transferencia bancaria,Web,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Medium,3.902,147,5,49.62,9,6.52,8.0,5,26.0,Precio,0,1.8,10.0,0.11,0.05,No respondió,0.0,0,2025-11-30,3,10,0,0,78,85.09,7,2025-11-12,1,1,Competitivo
3806-DXQOM,Femenino,28.0,USA,New York,Residencial,0,No,No,40.71598201235724,-73.83334547147973,BROOKLYN,11219,NY,2025-09-12,63000.0,14000.0,Mensual,4,52.01,208.04,Cheque electrónico,Web,0,No,No,Si,No,Sin servicio,DSL,Si,Si,No,No,No,No,Medium,6.6579999999999995,96,6,92.53,9,15.06,2.0,6,23.3,Servicio,0,2.7,6.0,0.13,0.05,Satisfecho,0.0,0,2025-11-08,0,0,0,1,67,60.44,6,2025-09-03,8,0,Competitivo
3806-YAZOV,Femenino,39.0,USA,New York,Residencial,0,No,No,40.707748843213686,-73.78738194530145,BRONX,10469,NY,2025-10-12,42000.0,13000.0,Mensual,3,28.06,84.17999999999999,Cheque por correo,Web,1,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.5489999999999999,148,4,46.66,9,23.15,1.0,3,36.9,Red,0,3.1,65.0,0.45,0.16,Neutral,1.0,0,2025-11-20,0,10,0,0,5,100.97,10,2025-10-08,7,1,Competitivo
3807-BPOMJ,Femenino,32.0,USA,New York,PYME,0,Si,No,40.741409822796,-73.87992790315441,BROOKLYN,11240,NY,2021-07-05,63000.0,14000.0,Un año,55,137.51,7563.049999999999,Cheque electrónico,Web,0,No,No,Si,Si,No,Fibra óptica,Si,No,No,No,Si,Si,Low,0.103,91,4,114.62,10,20.48,1.0,1,25.0,Ninguna,0,2.9,67.0,0.35,0.11,Neutral,0.0,0,2025-11-04,2,30,0,0,65,68.62,9,2025-08-07,5,2,Competitivo
3807-XHCJH,Femenino,44.0,USA,New York,Residencial,0,Si,Si,40.11238533659802,-77.51958437167269,BROOKLYN,11206,NY,2025-12-11,63000.0,14000.0,Mensual,1,18.86,18.86,Cheque electrónico,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.409,127,6,71.53,6,23.88,7.0,2,37.1,Servicio,0,4.1,37.0,0.37,0.12,Sin Respuesta,0.0,0,2025-11-04,2,0,0,0,35,49.36,0,2025-11-21,4,1,Competitivo
3808-HFKDE,Femenino,50.0,USA,New York,Residencial,0,No,No,40.78486895309008,-73.84656645145502,BRONX,10455,NY,2024-05-20,42000.0,13000.0,Mensual,20,54.1,1082.0,Cheque electrónico,Web,0,No,Si,Si,Si,No,DSL,No,No,No,No,No,No,Low,0.258,124,5,93.66,8,18.45,0.0,2,16.7,Ninguna,0,3.2,37.0,0.47,0.21,Satisfecho,0.0,0,2025-11-07,3,0,0,0,14,94.97,5,2025-12-13,4,0,Alto
3810-DVDQQ,Femenino,54.0,USA,New York,Corporativo,0,Si,Si,40.82192190503731,-73.89173102754509,QUEENS,11444,NY,2020-02-11,72000.0,8500.0,Dos años,72,163.29,11756.88,Transferencia bancaria,Web,0,No,Si,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Low,0.193,87,7,58.85,6,13.98,7.0,1,4.3,Ninguna,0,4.2,55.0,0.3,0.11,Sin Respuesta,0.0,0,2025-12-25,1,15,1,1,75,54.6,10,2025-11-14,2,1,Competitivo
3810-PJUHR,Masculino,50.0,USA,New York,Residencial,0,Si,Si,40.698358487562,-73.80251538308453,MANHATTAN,10278,NY,2020-04-11,85000.0,28000.0,Dos años,70,15.79,1105.3,Cheque por correo,Web,1,No,Si,No,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,118,7,69.09,10,7.7,2.0,1,35.6,Ninguna,0,3.0,51.0,0.25,0.12,Satisfecho,0.0,0,2025-11-24,1,10,1,1,39,64.29,10,2025-12-30,6,1,Bajo
3811-VBYBZ,Masculino,53.0,USA,New York,PYME,0,No,No,40.85315092685069,-73.8677360269577,MANHATTAN,10141,NY,2025-06-14,85000.0,28000.0,Mensual,7,164.72,1153.04,Cheque electrónico,Web,1,20%,Si,Si,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Alto,9.5,15,1,36.16,3,-12.54,24.0,7,36.7,Red,0,1.5,0.0,0.08,0.03,No respondió,0.0,1,2025-11-04,0,5,1,1,40,119.39,10,2025-07-23,7,0,Competitivo
3812-LRZIR,Femenino,41.0,USA,New York,Residencial,0,Si,Si,40.71936304746199,-73.99084777304384,MANHATTAN,10194,NY,2023-10-23,85000.0,28000.0,Dos años,27,25.14,678.78,Cheque electrónico,Web,1,No,No,No,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,140,4,117.97,5,2.52,9.0,2,35.3,Ninguna,0,4.7,78.0,0.55,0.24,Neutral,0.0,0,2025-12-21,1,0,0,0,6,95.44,0,2025-11-22,7,0,Alto
