ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion,tenure_group,income_bracket,has_queja,alto_tickets,servicios_premium_count,nps_categoria,csat_categoria,risk_flag,borough_risk,high_density_area,CustomerValueRatio,PriceIncomePercent,ServicioTelefono_Binary,LineasMultiples_Binary,SeguridadOnline_Binary,RespaldoOnline_Binary,ProteccionDispositivo_Binary,SoporteTecnico_Binary,StreamingTV_Binary,StreamingPeliculas_Binary,ServicesCount,EngagementScore,EstimatedLTV,AvgMonthlyValue,TenureGroup,PriceSegment,HighRisk_ContractTenure,MediumRisk_ContractTenure,IncomePriceMismatch,HighRiskSegment,Log_ChargesMonthly,Log_EstimatedLTV,Log_Tenure,Sqrt_Tenure,Sqrt_ServicesCount,Churn_Binary
8868-WOZGU,2023-09-23,Masculino,0,No,No,New York,NY,STATEN ISLAND,10301,40.64492793120197,-73.99974054977798,82000,3200,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,28,105.7,PYME,Alto,8.5,0.0154682926829268,Facturacion,6,0,13.0,1.8,13.3,0.12,0.05,No,25-48 meses,High,1,1,2,Promotor,Insatisfecho,0,26.58730158730159,0,0.015468292682926831,1.5468292682926832,1,1,0,1,1,0,1,1,6,1.5745079662605435,2959.6,102.0551724137931,24-48_months,Enterprise,0,0,0,0,4.670021158307708,7.9931472294793915,3.367295829986474,5.291502622129181,2.449489742783178,0
8869-LIHMK,2020-10-08,Femenino,0,No,No,New York,NY,BROOKLYN,11231,40.621777037378,-74.13872175994098,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,64,115.1,Corporativo,Medio,4.0,0.0219238095238095,,1,0,70.0,4.1,4.7,0.69,0.23,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,26.39182522903453,1,0.021923809523809522,2.1923809523809523,1,1,1,1,1,1,1,1,8,4.409991386735573,7366.4,113.32923076923076,48+_months,Enterprise,0,0,0,0,4.754451888703846,8.904820141394522,4.174387269895637,8.0,2.8284271247461903,0
8869-TORSS,2022-01-31,Femenino,0,No,No,New York,NY,BROOKLYN,11232,40.81652309085712,-73.94662137130184,63000,14000,Si,No,DSL,Si,No,Si,Si,No,No,Un año,Si,Tarjeta de crédito,48,60.35,PYME,Medio,5.0,0.011495238095238,Servicio,5,2,20.0,1.8,11.9,0.16,0.07,No,25-48 meses,Medium,1,1,3,Promotor,Insatisfecho,0,26.39182522903453,1,0.011495238095238095,1.1495238095238094,1,0,1,0,1,1,0,0,4,3.1295843520782394,2896.8,59.11836734693878,24-48_months,Standard,0,0,0,0,4.116595171156921,7.971707107386622,3.8918202981106265,6.928203230275509,2.0,0
8871-JLMHM,2020-06-10,Femenino,0,Si,No,New York,NY,BRONX,10451,40.64157020610086,-74.01400960704115,42000,13000,Si,Si,Fibra óptica,No,Si,Si,Si,No,No,Dos años,No,Tarjeta de crédito,68,90.2,Corporativo,Medio,5.0,0.0257714285714285,,1,0,52.0,3.2,3.5,0.3,0.13,No,49+ meses,Low,0,0,3,Promotor,Satisfecho,0,25.660569105691057,0,0.025771428571428574,2.5771428571428574,1,1,0,1,1,1,0,0,5,3.7280701754385963,6133.6,88.89275362318841,48+_months,Enterprise,0,0,1,0,4.513054897080286,8.721700155345419,4.23410650459726,8.246211251235321,2.23606797749979,0
8873-GLDMH,2025-07-14,Femenino,0,No,No,New York,NY,MANHATTAN,10277,40.66053732699549,-73.9935662914544,85000,28000,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,6,73.85,PYME,Alto,10.5,0.0104258823529411,,2,0,59.0,3.6,24.3,0.42,0.15,No,0-12 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.010425882352941175,1.0425882352941176,1,1,0,0,0,0,0,0,2,0.16032064128256515,443.09999999999997,63.3,0-12_months,Premium,0,0,0,0,4.3154861108656375,6.0960497622980565,1.9459101490553132,2.449489742783178,1.4142135623730951,0
8873-TMKGR,2023-08-24,Masculino,0,No,No,New York,NY,QUEENS,11184,40.74661089879006,-73.90973590421959,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,29,19.1,Residencial,Medio,5.0,0.0031833333333333,,1,0,53.0,3.4,39.6,0.4,0.14,No,25-48 meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0031833333333333336,0.31833333333333336,1,0,0,0,0,0,0,0,1,1.4427860696517412,553.9000000000001,18.463333333333335,24-48_months,Budget,0,0,0,0,3.0007198150650303,6.318787917331855,3.4011973816621555,5.385164807134504,1.0,0
8874-EJNSR,2022-10-28,Masculino,0,Si,Si,New York,NY,BROOKLYN,11230,40.76817884768733,-73.74853507415311,63000,14000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,39,25.2,Residencial,Medio,4.0,0.0048,,2,0,50.0,4.1,13.8,0.48,0.17,No,25-48 meses,Medium,0,0,0,Promotor,Satisfecho,0,26.39182522903453,1,0.0048,0.48,1,1,0,0,0,0,0,0,2,2.9770992366412217,982.8,24.57,24-48_months,Budget,0,0,0,0,3.265759410767051,6.8914226243612395,3.6888794541139363,6.244997998398398,1.4142135623730951,0
8875-AKBYH,2024-05-20,Masculino,1,No,No,New York,NY,MANHATTAN,10023,40.69282895229449,-73.98622844103508,85000,28000,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,20,84.35,PYME,Alto,10.5,0.0119082352941176,Servicio,4,1,61.0,3.8,32.8,0.29,0.13,No,13-24 meses,High,1,1,0,Promotor,Satisfecho,0,29.0176322418136,1,0.011908235294117647,1.1908235294117646,1,1,0,0,0,0,1,0,3,0.70298769771529,1687.0,80.33333333333333,12-24_months,Premium,0,0,0,0,4.4467604492404496,7.431299675155903,3.044522437723423,4.47213595499958,1.7320508075688772,0
8878-HMWBV,2025-10-12,Masculino,0,No,No,New York,NY,BROOKLYN,11218,40.11238533659802,-77.51958437167269,63000,14000,Si,No,DSL,No,No,Si,No,No,No,Mensual,Si,Cheque electrónico,3,49.15,Residencial,Alto,9.0,0.0093619047619047,Servicio,7,2,10.0,2.5,37.2,0.07,0.02,Si,0-12 meses,Medium,1,1,1,Promotor,Insatisfecho,0,26.39182522903453,1,0.009361904761904762,0.9361904761904762,1,0,0,0,1,0,0,0,2,0.11964107676969093,147.45,36.8625,0-12_months,Standard,0,0,0,0,3.9150185144079446,5.000248201209769,1.3862943611198906,1.7320508075688772,1.4142135623730951,1
8878-RYUKI,2021-10-03,Femenino,0,No,No,New York,NY,BROOKLYN,11250,40.75966592850718,-73.91845003893508,63000,14000,Si,No,DSL,No,No,Si,No,No,Si,Mensual,Si,Cheque electrónico,52,59.45,Residencial,Medio,7.5,0.0113238095238095,,2,0,59.0,3.3,47.7,0.43,0.15,No,49+ meses,Medium,0,0,1,Promotor,Satisfecho,0,26.39182522903453,1,0.011323809523809524,1.1323809523809525,1,0,0,0,1,0,0,1,3,2.5806451612903225,3091.4,58.32830188679245,48+_months,Standard,0,0,0,0,4.101816577060802,8.03670276744632,3.970291913552122,7.211102550927978,1.7320508075688772,0
8879-XUAHX,2020-03-12,Masculino,0,Si,No,New York,NY,QUEENS,11338,40.63443389711069,-74.11853933371535,72000,8500,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,71,116.25,Corporativo,Medio,4.0,0.019375,,2,0,62.0,4.2,4.9,0.49,0.2,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,24.60515378221114,0,0.019375,1.9375,1,1,1,1,1,1,1,1,8,4.844349680170576,8253.75,114.63541666666667,48+_months,Enterprise,0,0,0,0,4.764308407326388,9.018544071219685,4.276666119016055,8.426149773176359,2.8284271247461903,0
8879-ZKJOF,2022-08-29,Femenino,0,No,No,New York,NY,BRONX,10467,40.8169723709081,-73.92119056836681,42000,13000,Si,No,DSL,Si,No,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,41,79.85,PYME,Medio,4.0,0.0228142857142857,,1,0,83.0,4.3,7.4,0.42,0.18,No,25-48 meses,Low,0,0,3,Promotor,Satisfecho,0,25.660569105691057,0,0.022814285714285714,2.2814285714285716,1,0,1,0,1,1,1,1,6,3.0426716141001857,3273.85,77.94880952380952,24-48_months,Premium,0,0,0,0,4.392595586023115,8.094027345493712,3.7376696182833684,6.4031242374328485,2.449489742783178,0
8882-TLVRW,2020-05-11,Masculino,0,Si,Si,New York,NY,BROOKLYN,11207,40.756000422835335,-73.96461983721902,63000,14000,No,Sin servicio,DSL,Si,No,Si,Si,No,No,Dos años,No,Cheque por correo,69,39.1,PYME,Bajo,3.0,0.007447619047619,,1,0,75.0,4.8,11.1,0.62,0.28,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.0074476190476190475,0.7447619047619047,0,0,1,0,1,1,0,0,3,5.162094763092269,2697.9,38.541428571428575,48+_months,Standard,0,0,0,0,3.6913763343125234,7.900599561572068,4.248495242049359,8.306623862918075,1.7320508075688772,0
8883-ANODQ,2020-06-10,Femenino,0,Si,Si,New York,NY,BRONX,10470,40.62479314933848,-74.16015866754519,42000,13000,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Dos años,Si,Tarjeta de crédito,68,84.4,Corporativo,Medio,7.0,0.0241142857142857,,2,0,62.0,3.2,43.9,0.32,0.12,No,49+ meses,Low,0,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.024114285714285717,2.4114285714285715,1,1,0,1,1,0,0,0,4,3.1850117096018735,5739.200000000001,83.1768115942029,48+_months,Premium,0,0,1,0,4.447346100794524,8.655249331912177,4.23410650459726,8.246211251235321,2.0,0
8883-GRDWQ,2024-05-20,Masculino,1,No,No,New York,NY,MANHATTAN,10148,40.60166434525011,-73.99333428926346,85000,28000,Si,No,DSL,Si,No,No,Si,No,No,Un año,No,Cheque por correo,20,54.0,PYME,Medio,6.0,0.0076235294117647,,2,0,62.0,2.9,11.4,0.3,0.13,No,13-24 meses,High,0,0,2,Promotor,Insatisfecho,0,29.0176322418136,1,0.007623529411764706,0.7623529411764706,1,0,1,0,0,1,0,0,3,1.0909090909090908,1080.0,51.42857142857143,12-24_months,Standard,0,0,0,0,4.007333185232471,6.985641817639208,3.044522437723423,4.47213595499958,1.7320508075688772,0
8884-ADFVN,2025-06-14,Masculino,1,Si,No,New York,NY,QUEENS,11585,40.11238533659802,-77.51958437167269,72000,8500,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,7,101.95,PYME,Alto,9.5,0.0169916666666666,Precio,5,0,21.0,1.4,34.3,0.17,0.07,Si,0-12 meses,Medium,1,1,1,Promotor,Insatisfecho,0,24.60515378221114,0,0.01699166666666667,1.699166666666667,1,1,0,0,1,0,1,1,5,0.33997085964060225,713.65,89.20625,0-12_months,Enterprise,0,0,0,0,4.634243433473799,6.571792912355124,2.0794415416798357,2.6457513110645907,2.23606797749979,1
8884-FEEWR,2023-02-25,Masculino,0,No,No,New York,NY,MANHATTAN,10159,40.82392383009733,-73.90878193588146,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,35,20.6,Residencial,Medio,5.0,0.0029082352941176,,2,0,82.0,4.4,37.3,0.77,0.35,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.0029082352941176472,0.2908235294117647,1,0,0,0,0,0,0,0,1,1.6203703703703702,721.0,20.02777777777778,24-48_months,Budget,0,0,0,0,3.0726933146901194,6.582025138892826,3.58351893845611,5.916079783099616,1.0,0
8884-MRNSU,2024-08-18,Masculino,0,Si,Si,New York,NY,BRONX,10451,40.51564649887217,-74.19678663375015,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,17,19.9,Residencial,Medio,6.0,0.0056857142857142,,2,0,55.0,4.1,24.9,0.33,0.16,No,13-24 meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.005685714285714285,0.5685714285714285,1,0,0,0,0,0,0,0,1,0.8133971291866029,338.29999999999995,18.79444444444444,12-24_months,Budget,0,0,0,0,3.039749158970765,5.826884671790184,2.8903717578961645,4.123105625617661,1.0,0
8885-QSQBX,2025-12-11,Femenino,0,No,No,New York,NY,BRONX,10473,40.63825836922377,-74.14411746452933,42000,13000,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Transferencia bancaria,1,49.55,Residencial,Alto,9.0,0.0141571428571428,Precio,2,0,67.0,3.7,21.8,0.3,0.13,No,0-12 meses,Low,1,0,1,Promotor,Satisfecho,0,25.660569105691057,0,0.014157142857142856,1.4157142857142857,1,0,1,0,0,0,0,0,2,0.039564787339268055,49.55,24.775,0-12_months,Standard,0,0,0,0,3.9229629454664803,3.9229629454664803,0.6931471805599453,1.0,1.4142135623730951,0
8887-IPQNC,2025-06-14,Femenino,0,Si,No,New York,NY,QUEENS,11479,40.6234101366589,-74.03088623732012,72000,8500,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque por correo,7,44.25,Residencial,Alto,8.5,0.007375,Red,4,1,69.0,4.2,16.0,0.44,0.22,No,0-12 meses,Medium,1,1,0,Promotor,Satisfecho,0,24.60515378221114,0,0.007375,0.7374999999999999,1,0,0,0,0,0,0,0,1,0.15469613259668508,309.75,38.71875,0-12_months,Standard,0,0,0,0,3.8122026701459353,5.738988730390821,2.0794415416798357,2.6457513110645907,1.0,0
8894-JVDCV,2020-12-07,Femenino,0,No,No,New York,NY,BRONX,10461,40.794647623214715,-73.81259500326946,42000,13000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de crédito,62,115.05,Corporativo,Medio,6.0,0.0328714285714285,,1,0,65.0,3.9,5.9,0.22,0.08,No,49+ meses,Low,0,0,4,Promotor,Satisfecho,0,25.660569105691057,0,0.03287142857142857,3.2871428571428574,1,1,1,1,1,1,1,1,8,4.274019819043516,7133.099999999999,113.22380952380952,48+_months,Enterprise,0,0,1,0,4.754021132720446,8.872641383202147,4.143134726391533,7.874007874011811,2.8284271247461903,0
8896-BQTTI,2025-12-11,Masculino,0,No,No,New York,NY,QUEENS,11527,40.57772478084975,-74.10000744280953,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,1,25.0,Residencial,Alto,9.0,0.0041666666666666,Precio,3,0,51.0,3.9,15.5,0.29,0.14,No,0-12 meses,Medium,1,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.004166666666666667,0.4166666666666667,1,1,0,0,0,0,0,0,2,0.07692307692307693,25.0,12.5,0-12_months,Budget,0,0,0,0,3.258096538021482,3.258096538021482,0.6931471805599453,1.0,1.4142135623730951,0
8896-RAZCR,2022-05-31,Femenino,0,No,Si,New York,NY,STATEN ISLAND,10303,40.71329301905974,-73.76467507869819,82000,3200,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,44,19.9,Residencial,Medio,4.0,0.0029121951219512,,1,0,54.0,3.5,24.9,0.26,0.11,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,26.58730158730159,0,0.0029121951219512193,0.29121951219512193,1,0,0,0,0,0,0,0,1,2.105263157894737,875.5999999999999,19.457777777777775,24-48_months,Budget,0,0,0,0,3.039749158970765,6.776050787984708,3.8066624897703196,6.6332495807108,1.0,0
8898-KASCD,2022-10-28,Masculino,0,No,No,New York,NY,QUEENS,11325,40.72189247414881,-73.88593731835472,72000,8500,No,Sin servicio,DSL,No,No,Si,Si,No,No,Un año,No,Cheque por correo,39,35.55,Residencial,Medio,4.0,0.005925,,1,0,76.0,4.7,11.2,0.41,0.18,No,25-48 meses,Medium,0,0,2,Promotor,Satisfecho,0,24.60515378221114,0,0.005925,0.5925,0,0,0,0,1,1,0,0,2,2.13406292749658,1386.4499999999998,34.661249999999995,24-48_months,Budget,0,0,0,0,3.5986811861957873,7.23522280893524,3.6888794541139363,6.244997998398398,1.4142135623730951,0
8901-HJXTF,2025-01-15,Femenino,0,Si,Si,New York,NY,BRONX,10473,40.74320960220436,-73.99257310811807,42000,13000,No,Sin servicio,DSL,No,Si,No,No,No,No,Mensual,No,Cheque por correo,12,29.2,Residencial,Medio,7.5,0.0083428571428571,Precio,5,0,13.0,2.8,22.4,0.14,0.05,No,0-12 meses,Low,1,1,1,Promotor,Insatisfecho,0,25.660569105691057,0,0.008342857142857143,0.8342857142857143,0,0,0,1,0,0,0,0,1,0.3973509933774835,350.4,26.95384615384615,0-12_months,Budget,0,0,0,0,3.407841924380824,5.861925175752996,2.5649493574615367,3.4641016151377544,1.0,0
8901-UPRHR,2020-02-11,Femenino,0,Si,Si,New York,NY,QUEENS,11577,40.635848170825994,-74.0014483999735,72000,8500,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,72,109.2,Corporativo,Medio,4.0,0.0182,,2,0,70.0,4.6,7.4,0.75,0.32,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,24.60515378221114,0,0.0182,1.82,1,1,0,1,1,1,1,1,7,4.573502722323049,7862.400000000001,107.70410958904111,48+_months,Enterprise,0,0,0,0,4.702296896718814,8.969974361866386,4.290459441148391,8.48528137423857,2.6457513110645907,0
8902-ZEOVF,2022-03-02,Masculino,0,Si,Si,New York,NY,MANHATTAN,10182,40.74747510083885,-74.004334435495,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,47,20.05,Residencial,Medio,5.0,0.0028305882352941,,2,0,83.0,4.1,12.6,0.78,0.31,No,25-48 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.0028305882352941177,0.28305882352941175,1,0,0,0,0,0,0,0,1,2.2327790973871733,942.35,19.632291666666667,24-48_months,Budget,0,0,0,0,3.0469005601283903,6.849437369657622,3.871201010907891,6.855654600401044,1.0,0
8903-WMRNW,2024-10-17,Femenino,0,Si,No,New York,NY,QUEENS,11657,40.70083976710623,-73.89417812637635,72000,8500,Si,No,Fibra óptica,Si,No,Si,No,Si,Si,Mensual,No,Cheque electrónico,15,101.75,PYME,Alto,9.5,0.0169583333333333,Precio,4,0,59.0,3.5,29.6,0.43,0.18,No,13-24 meses,Medium,1,1,2,Promotor,Satisfecho,0,24.60515378221114,0,0.016958333333333332,1.6958333333333333,1,0,1,0,1,0,1,1,5,0.7299270072992701,1526.25,95.390625,12-24_months,Enterprise,0,0,0,0,4.632298853376344,7.331224011529876,2.772588722239781,3.872983346207417,2.23606797749979,0
8903-XEBGX,2025-11-11,Masculino,0,No,Si,New York,NY,MANHATTAN,10190,40.79465104923777,-73.97178272840256,85000,28000,Si,No,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,2,55.3,Residencial,Alto,10.0,0.0078070588235294,,2,0,69.0,2.9,16.4,0.23,0.08,No,0-12 meses,High,0,0,0,Promotor,Insatisfecho,0,29.0176322418136,1,0.007807058823529412,0.7807058823529411,1,0,0,0,0,0,0,1,2,0.07104795737122559,110.6,36.86666666666667,0-12_months,Standard,0,0,0,0,4.030694535145645,4.71492104994721,1.0986122886681098,1.4142135623730951,1.4142135623730951,0
8904-OPDCK,2021-08-04,Masculino,1,Si,No,New York,NY,QUEENS,11023,40.613555125850176,-74.0350885589971,72000,8500,No,Sin servicio,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,54,24.95,Residencial,Medio,7.5,0.0041583333333333,,1,0,58.0,3.9,14.5,0.45,0.14,No,49+ meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.004158333333333333,0.41583333333333333,0,0,0,0,0,0,0,0,0,0.0,1347.3,24.496363636363636,48+_months,Budget,0,0,0,0,3.2561716096118976,7.206599818640029,4.007333185232471,7.3484692283495345,0.0,0
8905-IAZPF,2020-05-11,Femenino,0,Si,No,New York,NY,BROOKLYN,11230,40.76019159091367,-73.82759647747103,63000,14000,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Un año,Si,Tarjeta de crédito,69,95.65,PYME,Medio,7.0,0.0182190476190476,,2,0,81.0,4.6,46.1,0.44,0.21,No,49+ meses,Medium,0,0,1,Promotor,Satisfecho,0,26.39182522903453,1,0.01821904761904762,1.8219047619047621,1,0,0,1,0,0,1,1,4,2.8556647697878943,6599.85,94.28357142857143,48+_months,Enterprise,0,0,0,0,4.57109620565434,8.794953707600857,4.248495242049359,8.306623862918075,2.0,0
8908-NMQTX,2020-02-11,Masculino,0,No,No,New York,NY,QUEENS,11589,40.70147463736942,-73.88640864306177,72000,8500,No,Sin servicio,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,72,65.6,PYME,Bajo,3.0,0.0109333333333333,,1,0,97.0,4.9,5.9,0.66,0.24,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,24.60515378221114,0,0.010933333333333333,1.0933333333333333,0,0,1,1,1,1,1,1,6,6.486486486486487,4723.2,64.7013698630137,48+_months,Standard,0,0,0,0,4.198704577546343,8.460453513423607,4.290459441148391,8.48528137423857,2.449489742783178,0
8908-SLFCJ,2024-04-20,Femenino,0,No,No,New York,NY,MANHATTAN,10190,40.623559644266464,-74.00514771764713,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Tarjeta de crédito,21,20.85,Residencial,Medio,5.0,0.0029435294117647,,2,0,50.0,3.9,14.4,0.42,0.19,No,13-24 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.0029435294117647064,0.29435294117647065,1,0,0,0,0,0,0,0,1,0.9610983981693363,437.85,19.902272727272727,12-24_months,Budget,0,0,0,0,3.084200921541599,6.0841576690381265,3.091042453358316,4.58257569495584,1.0,0
8909-BOLNL,2025-10-12,Masculino,0,No,No,New York,NY,MANHATTAN,10042,40.81033866210427,-73.95154285044381,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,3,21.2,Residencial,Medio,7.5,0.0029929411764705,,1,0,73.0,4.5,22.8,0.71,0.28,No,0-12 meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.0029929411764705884,0.2992941176470588,1,0,0,0,0,0,0,0,1,0.13513513513513514,63.599999999999994,15.899999999999999,0-12_months,Budget,0,0,0,0,3.100092288878234,4.168214410788556,1.3862943611198906,1.7320508075688772,1.0,0
8910-ICHIU,2022-04-01,Femenino,0,No,No,New York,NY,BROOKLYN,11225,40.77210033662988,-73.91564400528787,63000,14000,Si,No,Fibra óptica,Si,Si,Si,No,Si,No,Un año,Si,Tarjeta de crédito,46,95.65,PYME,Medio,7.0,0.0182190476190476,,1,0,67.0,2.9,38.3,0.39,0.19,No,25-48 meses,Medium,0,0,3,Promotor,Insatisfecho,0,26.39182522903453,1,0.01821904761904762,1.8219047619047621,1,0,1,1,1,0,1,0,5,2.3797206414899117,4399.900000000001,93.6148936170213,24-48_months,Enterprise,0,0,0,0,4.57109620565434,8.389564344444329,3.8501476017100584,6.782329983125268,2.23606797749979,0
8910-LEDAG,2023-03-27,Masculino,1,Si,No,New York,NY,STATEN ISLAND,10311,40.69691262282533,-73.93592352232245,82000,3200,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito,34,71.55,PYME,Alto,9.5,0.010470731707317,Precio,3,0,62.0,3.6,23.8,0.23,0.11,No,25-48 meses,High,1,0,0,Promotor,Satisfecho,0,26.58730158730159,0,0.010470731707317073,1.0470731707317074,1,0,0,0,0,0,0,0,1,0.4686423156443832,2432.7,69.50571428571428,24-48_months,Premium,0,0,0,0,4.2842759793301965,7.797168012048045,3.5553480614894135,5.830951894845301,1.0,0
8914-RBTSB,2023-06-25,Masculino,0,Si,No,New York,NY,BROOKLYN,11216,40.71908065097097,-73.99660535709056,63000,14000,Si,Si,Fibra óptica,No,Si,Si,No,Si,No,Mensual,No,Cheque electrónico,31,93.8,PYME,Alto,8.5,0.0178666666666666,Red,5,1,12.0,2.2,41.3,0.06,0.02,No,25-48 meses,Medium,1,1,2,Promotor,Insatisfecho,0,26.39182522903453,1,0.017866666666666666,1.7866666666666666,1,1,0,1,1,0,1,0,5,1.6350210970464136,2907.7999999999997,90.86874999999999,24-48_months,Enterprise,0,0,0,0,4.551769409260976,7.97549590398316,3.4657359027997265,5.5677643628300215,2.23606797749979,0
8915-NNTRC,2020-02-11,Masculino,0,Si,Si,New York,NY,BROOKLYN,11232,40.59719960242969,-74.06496743517103,63000,14000,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito,72,107.7,Corporativo,Medio,4.0,0.0205142857142857,,1,0,59.0,4.1,7.0,0.38,0.15,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.020514285714285714,2.0514285714285716,1,1,1,1,0,1,1,1,7,4.636614535418583,7754.400000000001,106.22465753424659,48+_months,Enterprise,0,0,0,0,4.688591794127164,8.956144653906504,4.290459441148391,8.48528137423857,2.6457513110645907,0
8917-FAEMR,2022-12-27,Femenino,0,No,No,New York,NY,QUEENS,11467,40.70720407996868,-73.78966321350295,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,37,19.85,Residencial,Medio,4.0,0.0033083333333333,,2,0,59.0,3.3,41.8,0.27,0.1,No,25-48 meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0033083333333333337,0.33083333333333337,1,0,0,0,0,0,0,0,1,1.7745803357314147,734.45,19.32763157894737,24-48_months,Budget,0,0,0,0,3.0373539482448106,6.6004825567653524,3.6375861597263857,6.082762530298219,1.0,0
8917-SZTTJ,2021-02-05,Masculino,0,Si,Si,New York,NY,QUEENS,11628,40.76201428638656,-73.97571680869875,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,60,19.65,Residencial,Medio,4.0,0.0032749999999999,,1,0,82.0,4.8,39.8,0.64,0.22,No,49+ meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0032749999999999997,0.32749999999999996,1,0,0,0,0,0,0,0,1,2.9055690072639226,1179.0,19.327868852459016,48+_months,Budget,0,0,0,0,3.027715319407042,7.07326971745971,4.110873864173311,7.745966692414834,1.0,0
