CustomerID,City,State,Borough,ZipCode,Latitude,Longitude,MedianIncome,PopulationDensity,RegistrationDate,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,Churn
5698-BQJOH,New York,NY,BROOKLYN,11233,40.681237446378425,-73.91141438993611,62800,37137,2021-01-09,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes
5699-BNCAS,New York,NY,STATEN ISLAND,10301,40.64359535901695,-74.07741192402966,82200,8618,2025-11-11,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,No
5701-GUXDC,New York,NY,STATEN ISLAND,10305,40.59214587345852,-74.06593828853347,82200,8618,2024-04-29,Female,0,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,No
5701-SVCWR,New York,NY,STATEN ISLAND,10314,40.62008941492916,-74.13372929044425,82200,8618,2025-02-01,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,No
5701-YVSVF,New York,NY,QUEENS,11416,40.68361988625439,-73.84829933470914,69300,21460,2024-09-29,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No
5701-ZIKJE,New York,NY,BROOKLYN,11238,40.67943326967142,-73.95841961475953,62800,37137,2025-11-29,Male,0,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,No
5702-KVQRD,New York,NY,MANHATTAN,10009,40.72291275270232,-73.9766077252736,86553,74781,2024-06-01,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,No
5702-SKUOB,New York,NY,BROOKLYN,11213,40.66823798711555,-73.93118560869151,62800,37137,2022-03-06,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,93.45,No
5707-ORNDZ,New York,NY,BROOKLYN,11232,40.6532769577736,-74.01178844284058,62800,37137,2023-06-13,Male,1,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,Yes
5707-ZMDJP,New York,NY,BROOKLYN,11213,40.67502312706964,-73.94681393618372,62800,37137,2024-03-21,Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No
5708-EVONK,New York,NY,BROOKLYN,11236,40.65055161688167,-73.90224026552424,62800,37137,2023-03-03,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes
5709-LVOEQ,New York,NY,BROOKLYN,11207,40.65905235501934,-73.8846210909482,62800,37137,2025-02-10,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,No
5712-AHQNN,New York,NY,MANHATTAN,10022,40.758226846199264,-73.96606610619004,86553,74781,2024-06-23,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No
5712-PTIWW,New York,NY,QUEENS,11362,40.76056713444565,-73.73128756048482,69300,21460,2022-01-08,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,Yes
5712-VBOXD,New York,NY,MANHATTAN,10031,40.824179932617504,-73.94466411039045,86553,74781,2021-08-08,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,68.45,No
5716-EZXZN,New York,NY,BROOKLYN,11208,40.66670211108724,-73.88196564651784,62800,37137,2021-07-24,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No
5716-LIBJC,New York,NY,BRONX,10456,40.83591995148127,-73.9146090379602,40500,34920,2023-10-15,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No
5724-BIDBU,New York,NY,STATEN ISLAND,10314,40.58644558626793,-74.1499569876538,82200,8618,2022-12-01,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No
5726-CVNYA,New York,NY,MANHATTAN,10022,40.76376715352588,-73.97126876660725,86553,74781,2023-06-25,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No
5727-MYATE,New York,NY,BROOKLYN,11230,40.61839137612311,-73.95664581185528,62800,37137,2025-05-12,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,No
5729-KLZAR,New York,NY,BRONX,10458,40.86220412051723,-73.89563499321727,40500,34920,2025-11-30,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,Yes
5730-DBDSI,New York,NY,BROOKLYN,11223,40.59826786685876,-73.98233730513131,62800,37137,2023-05-11,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No
5730-RIITO,New York,NY,MANHATTAN,10035,40.802078238502574,-73.93698895923369,86553,74781,2025-01-10,Female,1,No,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No
5732-IKGQH,New York,NY,MANHATTAN,10065,40.76438832311424,-73.96449986342687,86553,74781,2021-05-11,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No
5734-EJKXG,New York,NY,BRONX,10455,40.81037521464625,-73.9045595063085,40500,34920,2022-11-11,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,No
5736-YEJAX,New York,NY,QUEENS,11377,40.76091614429698,-73.9025331105801,69300,21460,2023-09-19,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,No
5740-YHGTW,New York,NY,BROOKLYN,11235,40.58855680269112,-73.9604348350511,62800,37137,2023-08-19,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No
5743-KHMNA,New York,NY,STATEN ISLAND,10314,40.610660416736664,-74.14113696334864,82200,8618,2022-01-20,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No
5747-PMBSQ,New York,NY,BROOKLYN,11215,40.66949846743444,-73.98695061395875,62800,37137,2024-01-01,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes
5748-RNCJT,New York,NY,BROOKLYN,11222,40.73261293835902,-73.95802921701932,62800,37137,2022-03-06,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes
5751-USDBL,New York,NY,QUEENS,11691,40.59893267245741,-73.73983507603968,69300,21460,2023-08-31,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No
5753-QQWPW,New York,NY,QUEENS,11436,40.67864235600199,-73.79292236210641,69300,21460,2023-09-27,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,No
5756-JYOJT,New York,NY,QUEENS,11372,40.74804933984292,-73.87989067293155,69300,21460,2024-08-20,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No
5756-OZRIO,New York,NY,STATEN ISLAND,10304,40.590671846301134,-74.0970059712258,82200,8618,2024-06-03,Male,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,No
5759-RCVCB,New York,NY,BRONX,10462,40.83085140810475,-73.850774993076,40500,34920,2023-09-13,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,Yes
5760-FXFVO,New York,NY,BROOKLYN,11214,40.6019938852569,-74.00257842919495,62800,37137,2023-10-09,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,No
5760-IFJOZ,New York,NY,MANHATTAN,10003,40.7319195546815,-73.9839399926881,86553,74781,2020-07-04,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,No
5760-WRAHC,New York,NY,QUEENS,11373,40.74600119088313,-73.8903314353406,69300,21460,2025-08-02,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,No
5762-TJXGK,New York,NY,MANHATTAN,10027,40.81158380938801,-73.96390391488438,86553,74781,2023-07-28,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No
5766-FTRTS,New York,NY,QUEENS,11355,40.75792576212915,-73.82849030251397,69300,21460,2020-06-28,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,No
5766-XQXMQ,New York,NY,QUEENS,11373,40.735149591323975,-73.87528440236768,69300,21460,2024-08-08,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes
5766-ZJYBB,New York,NY,BRONX,10457,40.84688683977494,-73.89975777529284,40500,34920,2022-12-19,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,Yes
5774-QPLTF,New York,NY,MANHATTAN,10038,40.70969329420165,-74.00863149467261,86553,74781,2020-03-15,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,No
5774-XZTQC,New York,NY,MANHATTAN,10075,40.77112278366656,-73.9535895451555,86553,74781,2023-09-04,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No
5777-KJIRB,New York,NY,QUEENS,11429,40.712737733676725,-73.74125938525734,69300,21460,2023-10-22,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,No
5777-ZPQNC,New York,NY,BROOKLYN,11223,40.59800257634498,-73.97310455759394,62800,37137,2025-10-27,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,No
5778-BVOFB,New York,NY,MANHATTAN,10020,40.75782346980643,-73.97773248375582,86553,74781,2023-08-19,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No
5780-INQIK,New York,NY,QUEENS,11385,40.69971897496642,-73.90244947058483,69300,21460,2022-03-14,Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,No
5781-BKHOP,New York,NY,STATEN ISLAND,10314,40.611979438417265,-74.13762088984737,82200,8618,2022-04-04,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,No
5781-RFZRP,New York,NY,QUEENS,11420,40.669767253106514,-73.81818369992826,69300,21460,2023-11-30,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No
5787-KXGIY,New York,NY,BROOKLYN,11212,40.66992994020741,-73.90914034235811,62800,37137,2020-04-25,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,No
5788-YPOEG,New York,NY,STATEN ISLAND,10304,40.62842555787521,-74.07645045102556,82200,8618,2023-10-18,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,No
5789-LDFXO,New York,NY,QUEENS,11434,40.67215365743088,-73.78541535870278,69300,21460,2023-08-23,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,No
5791-KAJFD,New York,NY,MANHATTAN,10034,40.86485682863798,-73.92571452532557,86553,74781,2023-09-02,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,No
5792-JALQC,New York,NY,MANHATTAN,10003,40.73193156823512,-73.99556554651929,86553,74781,2024-03-07,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No
5793-YOLJN,New York,NY,STATEN ISLAND,10305,40.57978226211512,-74.08795784900825,82200,8618,2022-07-28,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,No
5795-BKOYE,New York,NY,MANHATTAN,10013,40.71880617459395,-73.996590941192,86553,74781,2020-03-17,Female,0,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,No
5795-KTGUD,New York,NY,QUEENS,11385,40.70119796034825,-73.88979203002002,69300,21460,2021-07-17,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No
5797-APWZC,New York,NY,BROOKLYN,11208,40.66187123412356,-73.86921824345004,62800,37137,2024-03-24,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes
5799-JRCZO,New York,NY,QUEENS,11363,40.76792567823864,-73.74823638802295,69300,21460,2022-08-01,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,No
5802-ADBRC,New York,NY,MANHATTAN,10128,40.7834572729932,-73.95270709225113,86553,74781,2023-06-06,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No
5803-NQJZO,New York,NY,STATEN ISLAND,10314,40.57256744218837,-74.16995748077599,82200,8618,2025-03-03,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,No
5804-HYIEZ,New York,NY,QUEENS,11427,40.7254101468346,-73.74486132075323,69300,21460,2022-01-19,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No
5804-JMYIO,New York,NY,BRONX,10472,40.82591465546474,-73.86261956049134,40500,34920,2021-01-27,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,No
5804-LEPIM,New York,NY,BRONX,10465,40.82016016425051,-73.81790648432239,40500,34920,2021-05-12,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes
5808-TOTXO,New York,NY,BROOKLYN,11224,40.57325667581678,-73.97899268299487,62800,37137,2020-08-06,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No
5811-IWXYM,New York,NY,QUEENS,11102,40.77304844503966,-73.92529703924531,69300,21460,2020-09-18,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No
5813-UECBU,New York,NY,BROOKLYN,11232,40.66336732865528,-73.99676318465876,62800,37137,2025-09-28,Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,Yes
5815-HGGHV,New York,NY,QUEENS,11368,40.756241776082256,-73.84286407146728,69300,21460,2024-06-01,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,No
5816-JMLGY,New York,NY,MANHATTAN,10036,40.75714039058195,-73.97969269550016,86553,74781,2024-01-03,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No
5816-QVHRX,New York,NY,MANHATTAN,10025,40.80511638615992,-73.94741074282419,86553,74781,2022-07-05,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No
5816-SCGFC,New York,NY,QUEENS,11417,40.67374577768769,-73.84743495481555,69300,21460,2023-05-31,Female,1,No,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,No
5820-PTRYM,New York,NY,STATEN ISLAND,10308,40.55097280191732,-74.15118719960213,82200,8618,2024-04-22,Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,No
5821-MMEIL,New York,NY,BROOKLYN,11235,40.57660988451248,-73.96410649801503,62800,37137,2025-10-12,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,No
5825-XJOCM,New York,NY,STATEN ISLAND,10305,40.593147261370774,-74.06674222946148,82200,8618,2025-04-11,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No
5827-MWCZK,New York,NY,MANHATTAN,10013,40.719939745848,-73.99613633430354,86553,74781,2020-10-10,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No
5828-AVIPD,New York,NY,QUEENS,11417,40.68062374886232,-73.84302422508729,69300,21460,2022-07-18,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,Yes
5828-DWPIL,New York,NY,STATEN ISLAND,10314,40.57254822859344,-74.1699574318884,82200,8618,2021-05-04,Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,No
5829-NVSQN,New York,NY,QUEENS,11422,40.66534943402844,-73.73065465372643,69300,21460,2021-12-08,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,No
5832-EXGTT,New York,NY,QUEENS,11366,40.721568429554985,-73.80422156071316,69300,21460,2024-08-07,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,No
5832-TRLPB,New York,NY,BROOKLYN,11232,40.65150119648931,-74.01063129952546,62800,37137,2025-08-07,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No
5832-XKAES,New York,NY,QUEENS,11377,40.746093150327205,-73.90418965073997,69300,21460,2025-07-14,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Yes
5834-ASPWA,New York,NY,BROOKLYN,11235,40.587467095896656,-73.96037427428277,62800,37137,2025-10-20,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes
5835-BEQEU,New York,NY,BROOKLYN,11221,40.69377406504088,-73.90948649123597,62800,37137,2023-07-17,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes
5837-LXSDN,New York,NY,BROOKLYN,11210,40.63472704504577,-73.93614536381752,62800,37137,2022-11-10,Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,No
5839-SUYVZ,New York,NY,STATEN ISLAND,10314,40.61257917193681,-74.12935254657208,82200,8618,2024-01-18,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No
5840-NVDCG,New York,NY,MANHATTAN,10039,40.8218690842869,-73.93960052531342,86553,74781,2021-01-13,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No
5842-POCOP,New York,NY,BRONX,10453,40.84626659690473,-73.91338855195178,40500,34920,2024-09-08,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes
5843-TTHGI,New York,NY,MANHATTAN,10128,40.78452907025283,-73.95612236629874,86553,74781,2025-10-01,Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,No
5844-QVTAT,New York,NY,QUEENS,11427,40.72626929898803,-73.75115018910314,69300,21460,2024-10-10,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,No
5845-BZZIB,New York,NY,QUEENS,11422,40.65953809696149,-73.73993030719855,69300,21460,2025-07-11,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,No
5846-ABOBJ,New York,NY,QUEENS,11420,40.6726996525732,-73.82410590349714,69300,21460,2023-06-03,Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,No
5846-NEQVZ,New York,NY,MANHATTAN,10003,40.73361672395535,-73.99306490224521,86553,74781,2025-04-21,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,No
5846-QFDFI,New York,NY,QUEENS,11105,40.77513598325964,-73.91192854228946,69300,21460,2020-07-25,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,No
5847-MXBEO,New York,NY,STATEN ISLAND,10302,40.6249780156279,-74.13596537015337,82200,8618,2022-12-23,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,475.1,No
5848-FHRFC,New York,NY,QUEENS,11101,40.75425211669376,-73.9247947567474,69300,21460,2021-04-08,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,No
5849-ASHZJ,New York,NY,QUEENS,11419,40.68938910903628,-73.8267085973734,69300,21460,2023-01-21,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,No
5850-BDWCY,New York,NY,STATEN ISLAND,10314,40.59526909838522,-74.15689754260956,82200,8618,2022-05-29,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,123.65,No
5854-KSRBJ,New York,NY,MANHATTAN,10023,40.77823070128827,-73.97818060634003,86553,74781,2022-12-17,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,No
5855-EIBDE,New York,NY,MANHATTAN,10031,40.82743747315276,-73.94970203821684,86553,74781,2020-09-15,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,No
5857-TYBCJ,New York,NY,BROOKLYN,11229,40.60505122396859,-73.9430342687216,62800,37137,2020-01-23,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,No
5857-XRECV,New York,NY,BROOKLYN,11230,40.630998732693115,-73.96644423530482,62800,37137,2025-06-10,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,No
5858-EAFCZ,New York,NY,QUEENS,11368,40.74494997003668,-73.86455487297641,69300,21460,2021-05-02,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,No
5859-HZYLF,New York,NY,MANHATTAN,10128,40.782159778920736,-73.94810772389334,86553,74781,2020-08-22,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,No
5862-BRIXZ,New York,NY,STATEN ISLAND,10304,40.60072504668887,-74.09153611466085,82200,8618,2021-02-26,Male,0,No,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.75,2893.4,No
5863-OOKCL,New York,NY,QUEENS,11373,40.74329933471518,-73.88369569291461,69300,21460,2020-02-27,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,163.2,No
5868-CZJDR,New York,NY,QUEENS,11106,40.76040949306141,-73.92203719459802,69300,21460,2020-07-22,Male,0,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes
5868-YTYKS,New York,NY,MANHATTAN,10033,40.84858213529957,-73.93243761463864,86553,74781,2021-02-07,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No
