cliente_id,pais,ciudad,estado,borough,codigo_postal,latitud,longitud,ingreso_mediano,densidad_poblacional,genero,edad,es_mayor,tiene_pareja,tiene_dependientes,segmento_cliente,fecha_registro,tipo_contrato,antiguedad,canal_registro,metodo_pago,cargo_mensual,ingresos_totales,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,tiempo_sesion_promedio,visitas_app_mensual,features_nuevas_usadas,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,ultimo_contacto_soporte,puntuacion_nps,puntuacion_csat,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,competidores_area,ofertas_recibidas,precio_vs_mercado,cancelacion
3055-OYMSE,USA,New York,NY,BROOKLYN,11201,40.87124807693594,-73.89283306109618,63000.0,14000.0,Femenino,39.0,1,No,No,PYME,2021-09-03,Mensual,53,Web,Tarjeta de crédito,110.91,5878.23,11,No,No,Si,Si,No,Fibra óptica,No,Si,No,No,No,No,108,7,93.12,7,2.12,56.31,52,4,12,35.6,Servicio,3,2025-08-06,69,3.6,0.5,0.2,Muy satisfecho,1.0,2025-11-11,1,0,0,0,8,1,Bajo,0
3055-VTCGS,USA,New York,NY,BROOKLYN,11234,40.66542937740619,-73.95130929228911,63000.0,14000.0,Femenino,53.0,0,No,No,Residencial,2020-11-07,Un año,63,Web,Tarjeta de crédito,59.85,3770.55,0,No,No,No,Si,No,DSL,No,No,Si,No,No,Si,138,7,99.89,11,6.42,43.71,74,0,1,21.5,Ninguna,0,2025-11-10,83,4.3,0.66,0.32,Satisfecho,1.0,2025-12-23,0,0,1,0,4,3,Bajo,0
3057-VJJQE,USA,New York,NY,MANHATTAN,10209,40.61949997260032,-73.93801861606458,85000.0,28000.0,Masculino,50.0,0,No,No,PYME,2023-02-25,Dos años,35,Web,Cheque por correo,73.47,2571.45,0,10%,No,No,Si,Si,DSL,Si,No,No,No,No,No,107,4,50.87,7,-4.44,114.37,9,1,1,12.6,Ninguna,0,2025-10-28,66,4.1,0.5,0.2,Muy satisfecho,0.0,2025-11-20,1,0,0,0,1,1,Alto,0
3058-HJCUY,USA,New York,NY,BROOKLYN,11238,40.735149591323975,-73.87528440236768,63000.0,14000.0,Masculino,44.0,0,Si,Si,Corporativo,2022-08-29,Un año,41,Web,Cheque electrónico,176.53,7237.73,2,No,No,Si,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,117,7,54.8,10,19.92,82.53,60,4,3,6.8,Facturacion,0,2025-10-29,18,1.4,0.08,0.03,Neutral,0.0,2025-12-25,3,0,0,0,6,1,Competitivo,0
3058-WQDRE,USA,New York,NY,QUEENS,11278,40.61381174552631,-74.07305522906478,72000.0,8500.0,Masculino,44.0,0,No,No,Residencial,2024-12-16,Mensual,13,Web,Transferencia bancaria,40.13,521.69,0,No,No,Si,No,Sin servicio,DSL,No,No,No,No,No,No,57,7,67.54,8,6.1,57.91,54,4,4,47.2,Servicio,1,2025-12-02,56,3.0,0.29,0.11,Muy satisfecho,0.0,2025-12-26,1,0,0,1,4,0,Competitivo,0
3059-NGMXB,USA,New York,NY,BRONX,10473,40.63436095891085,-74.08643009519409,42000.0,13000.0,Masculino,44.0,0,Si,Si,Residencial,2024-11-16,Mensual,14,Web,Cheque por correo,62.67,877.38,0,No,No,No,Si,Si,DSL,Si,Si,No,No,No,Si,114,5,80.85,7,-2.97,91.78,98,6,2,22.1,Ninguna,0,2025-08-06,52,3.7,0.34,0.11,Satisfecho,0.0,2025-11-17,0,0,0,0,7,0,Alto,0
3061-BCKYI,USA,New York,NY,BRONX,10459,40.60808536285805,-74.16226147353083,42000.0,13000.0,Masculino,54.0,0,No,No,Residencial,2024-11-16,Mensual,14,Web,Cheque por correo,28.66,401.24,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,122,4,68.33,11,21.17,94.56,67,4,2,30.3,Ninguna,0,2025-11-18,51,2.9,0.29,0.13,Satisfecho,0.0,2025-11-04,1,30,1,0,7,1,Competitivo,0
3062-ICYZQ,USA,New York,NY,BRONX,10456,40.54023130952734,-74.1477629447301,42000.0,13000.0,Femenino,55.0,0,Si,Si,PYME,2021-11-02,Mensual,51,Web,Cheque electrónico,105.24,5367.24,2,No,No,Si,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,41,4,61.04,6,24.03,60.25,41,10,3,26.0,Ninguna,0,2025-10-22,42,3.3,0.44,0.19,Muy satisfecho,0.0,2025-12-02,2,0,0,0,6,2,Bajo,0
3063-QFSZL,USA,New York,NY,BRONX,10459,40.70611037963751,-73.96040113261189,42000.0,13000.0,Femenino,42.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,65.55,65.55,3,No,Si,Si,Si,No,DSL,No,No,No,No,No,Si,38,3,42.38,2,-2.07,13.71,65,5,5,44.9,Red,0,2025-11-22,14,2.2,0.25,0.12,Insatisfecho,0.0,2025-12-03,1,0,1,0,4,3,Competitivo,0
3066-RRJIO,USA,New York,NY,QUEENS,11404,40.745290341073975,-74.00220143126171,72000.0,8500.0,Femenino,42.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque por correo,78.39,78.39,4,15%,Si,Si,Si,No,Fibra óptica,No,No,No,No,No,No,7,2,11.14,1,-7.87,94.76,43,1,5,30.9,Servicio,1,2025-12-08,1,1.6,0.28,0.09,No respondió,0.0,2025-12-20,3,10,1,0,5,1,Bajo,1
3067-SVMTC,USA,New York,NY,BROOKLYN,11210,40.867230538820984,-73.9209032284095,63000.0,14000.0,Femenino,34.0,0,Si,No,PYME,2020-06-10,Un año,68,Web,Transferencia bancaria,71.86,4886.48,0,No,No,No,Si,No,DSL,Si,No,No,Si,No,No,68,7,115.4,6,7.41,15.38,27,4,1,4.7,Ninguna,0,2025-12-30,71,4.3,0.61,0.28,Satisfecho,0.0,2025-11-04,0,0,0,0,4,2,Competitivo,0
3068-OMWZA,USA,New York,NY,BRONX,10474,40.824473221936024,-73.91662543986037,42000.0,13000.0,Masculino,38.0,1,No,No,PYME,2025-12-11,Mensual,1,Web,Cheque electrónico,100.51,100.51,0,15%,No,Si,Si,Si,Fibra óptica,No,No,Si,No,Si,No,27,3,41.75,3,-9.88,102.46,77,7,6,19.6,Facturacion,0,2025-10-31,22,2.3,0.29,0.1,No respondió,0.0,2025-12-30,2,0,1,0,2,0,Competitivo,1
3069-SSVSN,USA,New York,NY,QUEENS,11198,40.76379927053051,-73.79786670973344,72000.0,8500.0,Femenino,25.0,0,No,No,Residencial,2025-12-11,Un año,1,Web,Cheque por correo,58.02,58.02,0,No,No,No,No,Sin servicio,DSL,No,No,No,No,No,No,87,6,96.28,6,16.34,43.43,57,0,4,37.5,Ninguna,0,2025-12-06,46,3.3,0.47,0.23,Muy satisfecho,0.0,2025-11-18,2,0,0,0,5,3,Bajo,0
3070-BDOQC,USA,New York,NY,QUEENS,11599,40.681519275344144,-73.74155357480049,72000.0,8500.0,Femenino,50.0,0,No,No,Corporativo,2021-02-05,Dos años,60,Web,Cheque electrónico,158.96,9537.6,0,No,No,Si,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,104,5,47.44,5,5.68,78.4,92,10,1,35.8,Ninguna,0,2025-08-21,80,4.9,0.63,0.2,Muy satisfecho,4.0,2025-12-12,1,0,0,0,7,2,Competitivo,0
3070-DVEYC,USA,New York,NY,MANHATTAN,10030,40.81520152245354,-73.94376478915515,85000.0,28000.0,Masculino,36.0,1,No,No,PYME,2025-06-14,Mensual,7,Web,Cheque por correo,101.54,710.7800000000001,2,No,No,No,Si,Si,Fibra óptica,No,No,No,No,No,No,10,3,17.89,4,-14.35,90.15,1,9,8,12.7,Calidad,0,2025-09-13,21,1.4,0.3,0.11,Insatisfecho,0.0,2025-12-22,1,0,1,1,4,1,Alto,1
3070-FNFZQ,USA,New York,NY,BROOKLYN,11240,40.644199230789035,-73.94115228304322,63000.0,14000.0,Femenino,48.0,0,Si,Si,Residencial,2024-02-20,Dos años,23,Web,Transferencia bancaria,29.04,667.92,0,10%,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,98,7,118.43,9,-3.62,9.05,54,6,2,14.6,Ninguna,0,2025-09-14,70,4.0,0.62,0.22,Neutral,1.0,2025-12-04,0,0,0,0,8,0,Alto,0
3071-MVJCD,USA,New York,NY,BROOKLYN,11236,40.83849890119555,-73.91316375708138,63000.0,14000.0,Masculino,46.0,0,Si,Si,Corporativo,2020-02-11,Dos años,72,Web,Transferencia bancaria,88.57,6377.039999999999,0,No,No,No,Si,Si,DSL,Si,Si,Si,Si,Si,No,120,6,112.95,11,13.44,49.23,33,7,1,4.1,Ninguna,0,2025-12-30,68,3.9,0.31,0.11,Sin Respuesta,1.0,2025-11-27,0,10,0,1,7,0,Competitivo,0
3071-VBYPO,USA,New York,NY,BRONX,10459,40.59826786685876,-73.98233730513131,42000.0,13000.0,Masculino,44.0,0,Si,Si,PYME,2025-10-12,Mensual,3,Web,Cheque electrónico,134.43,403.29,0,No,No,No,Si,No,Fibra óptica,Si,Si,No,No,Si,No,58,6,117.34,10,3.71,74.48,96,10,4,46.8,Red,2,2025-11-21,47,3.9,0.28,0.12,Satisfecho,0.0,2025-11-17,0,0,1,0,2,3,Alto,0
3074-GQWYX,USA,New York,NY,QUEENS,11020,40.868967857741346,-73.90283753608338,72000.0,8500.0,Masculino,50.0,0,No,No,PYME,2025-08-13,Mensual,5,Web,Transferencia bancaria,98.2,491.0,3,20%,Si,Si,Si,Si,Fibra óptica,No,No,No,No,No,No,6,3,44.86,2,-11.63,102.54,19,4,7,20.6,Ninguna,0,2025-12-10,0,2.3,0.24,0.08,Sin Respuesta,0.0,2025-12-27,0,15,0,0,1,2,Alto,1
3077-RSNTJ,USA,New York,NY,BROOKLYN,11239,40.75868141308143,-73.8290586793024,63000.0,14000.0,Femenino,38.0,0,Si,Si,Residencial,2025-07-14,Mensual,6,Web,Cheque por correo,25.76,154.56,0,No,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,118,4,49.79,9,11.57,87.54,46,3,1,34.1,Ninguna,0,2025-07-13,83,4.6,0.73,0.26,Neutral,1.0,2025-11-25,0,0,0,0,7,0,Alto,0
3078-ZKNTS,USA,New York,NY,MANHATTAN,10215,40.59855554438485,-73.95883367914927,85000.0,28000.0,Femenino,20.0,0,Si,Si,Residencial,2024-12-16,Dos años,13,Web,Transferencia bancaria,16.26,211.38,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,62,5,87.81,6,3.35,108.06,93,0,2,26.4,Ninguna,0,2025-08-15,68,3.7,0.32,0.13,No respondió,0.0,2025-12-13,0,30,0,1,5,0,Alto,0
3079-BCHLN,USA,New York,NY,BROOKLYN,11238,40.62793920973889,-73.93142890322213,63000.0,14000.0,Masculino,40.0,0,Si,No,Residencial,2022-03-02,Un año,47,Web,Transferencia bancaria,27.18,1277.46,0,No,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,58,7,107.56,8,-2.8,14.51,25,8,2,12.9,Ninguna,0,2025-10-26,83,4.7,0.45,0.14,Sin Respuesta,1.0,2025-12-16,0,0,0,1,2,1,Competitivo,0
3082-VQXNH,USA,New York,NY,MANHATTAN,10230,40.7004277500002,-73.9211768684597,85000.0,28000.0,Masculino,40.0,0,Si,No,Residencial,2025-10-12,Mensual,3,Web,Tarjeta de crédito,57.97,173.91,0,No,No,No,No,Sin servicio,DSL,No,Si,No,No,No,No,136,5,68.98,11,0.81,13.26,83,1,3,46.4,Red,0,2025-12-14,49,3.3,0.29,0.13,Neutral,0.0,2025-11-10,0,5,0,1,5,1,Competitivo,0
3082-WQRVY,USA,New York,NY,QUEENS,11268,40.614630305024114,-73.98781497595682,72000.0,8500.0,Masculino,72.0,1,Si,No,Residencial,2024-11-16,Un año,14,Web,Cheque por correo,25.94,363.16,1,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,109,7,77.67,11,18.34,87.06,0,10,1,33.9,Ninguna,0,2025-08-29,53,3.0,0.42,0.2,Muy satisfecho,0.0,2025-12-18,1,30,1,0,1,0,Competitivo,1
3082-YVEKW,USA,New York,NY,BRONX,10458,40.1124885561933,-77.51985453233253,42000.0,13000.0,Femenino,41.0,0,Si,Si,Corporativo,2024-02-20,Dos años,23,Web,Transferencia bancaria,88.48,2035.04,0,No,No,Si,Si,Si,DSL,Si,No,Si,Si,Si,No,89,6,66.28,8,20.56,50.83,64,4,2,3.4,Ninguna,0,2025-08-12,63,3.5,0.33,0.12,Satisfecho,0.0,2025-12-12,3,0,1,1,8,0,Competitivo,0
3084-DOWLE,USA,New York,NY,BROOKLYN,11238,40.660898581007345,-73.96066225342962,63000.0,14000.0,Femenino,57.0,0,Si,No,Corporativo,2020-02-11,Dos años,72,Web,Transferencia bancaria,114.46,8241.119999999999,0,No,No,No,Si,Si,DSL,Si,Si,Si,Si,Si,Si,100,5,47.86,8,21.16,60.39,88,6,2,2.5,Ninguna,0,2025-10-01,57,4.1,0.21,0.1,Sin Respuesta,0.0,2025-11-12,0,0,0,1,7,1,Alto,0
3085-QUOZK,USA,New York,NY,BRONX,10460,40.85515258855858,-73.90142984563627,42000.0,13000.0,Femenino,44.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque por correo,43.72,43.72,0,25%,Si,No,Si,No,DSL,No,No,No,No,No,No,23,1,12.54,4,-4.3,74.5,96,7,5,16.7,Servicio,0,2025-09-09,14,1.4,0.05,0.02,No respondió,0.0,2025-12-25,0,0,0,1,1,0,Competitivo,1
3086-RUCRN,USA,New York,NY,BROOKLYN,11218,40.688547673126195,-73.816856023287,63000.0,14000.0,Femenino,47.0,0,No,No,Corporativo,2020-08-09,Mensual,66,Web,Transferencia bancaria,157.36,10385.76,0,No,Si,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,No,Si,133,7,46.61,6,23.53,118.38,86,10,1,3.9,Ninguna,0,2025-08-27,72,4.5,0.43,0.13,Muy satisfecho,1.0,2025-11-13,1,0,0,1,5,0,Bajo,0
3088-FVYWK,USA,New York,NY,BRONX,10474,40.71470444211072,-73.74685022288129,42000.0,13000.0,Masculino,19.0,0,Si,Si,Residencial,2021-09-03,Dos años,53,Web,Tarjeta de crédito,27.67,1466.51,0,10%,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,61,6,84.54,10,-0.45,12.72,74,9,1,44.9,Ninguna,0,2025-12-21,73,4.0,0.78,0.31,Sin Respuesta,4.0,2025-11-05,0,0,0,0,7,1,Alto,0
3088-LHEFH,USA,New York,NY,BRONX,10461,40.62930286448,-73.97999458626245,42000.0,13000.0,Femenino,47.0,0,No,No,PYME,2025-02-14,Mensual,11,Web,Transferencia bancaria,84.01,924.11,0,No,No,Si,Si,Si,Fibra óptica,Si,No,No,No,No,No,42,6,91.38,7,15.35,17.52,14,3,4,42.5,Red,0,2025-08-15,35,3.8,0.44,0.18,Satisfecho,0.0,2025-12-19,2,0,1,0,7,0,Competitivo,0
3090-HAWSU,USA,New York,NY,BRONX,10463,40.726719318781214,-73.99682144186147,42000.0,13000.0,Masculino,39.0,0,No,No,Corporativo,2021-01-06,Dos años,61,Web,Tarjeta de crédito,145.1,8851.1,0,No,No,Si,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,44,6,68.08,10,16.13,100.37,13,9,3,6.5,Precio,0,2025-11-14,13,2.6,0.28,0.12,Sin Respuesta,0.0,2025-11-10,0,30,0,0,2,3,Alto,0
3090-LETTY,USA,New York,NY,MANHATTAN,10121,40.69955285603375,-73.91083466310786,85000.0,28000.0,Masculino,64.0,0,No,Si,Residencial,2025-11-11,Mensual,2,Web,Transferencia bancaria,42.42,84.84,0,No,No,No,Si,Si,DSL,Si,Si,No,No,No,No,133,4,106.96,9,-3.4,7.36,54,0,2,30.4,Red,0,2025-12-22,61,3.2,0.2,0.08,Muy satisfecho,0.0,2025-11-24,0,0,1,1,3,1,Bajo,0
3090-QFUVD,USA,New York,NY,STATEN ISLAND,10313,40.63196565984987,-73.96916384473215,82000.0,3200.0,Femenino,63.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Tarjeta de crédito,24.1,24.1,1,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,106,5,111.6,9,3.47,56.8,0,6,3,41.4,Ninguna,0,2025-11-15,59,3.4,0.43,0.18,Neutral,1.0,2025-12-14,0,0,0,0,5,3,Competitivo,0
3091-FYHKI,USA,New York,NY,QUEENS,11082,40.85958981657215,-73.8652034898948,72000.0,8500.0,Masculino,31.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,70.67,70.67,3,20%,No,Si,No,Sin servicio,DSL,No,No,No,No,No,Si,32,1,14.89,2,3.98,94.02,32,9,8,12.9,Servicio,3,2025-09-05,11,2.6,0.28,0.11,Insatisfecho,0.0,2025-11-03,1,0,0,0,8,3,Bajo,1
3092-IGHWF,USA,New York,NY,BROOKLYN,11250,40.82612043619959,-73.95068946144312,63000.0,14000.0,Masculino,48.0,0,Si,Si,PYME,2020-07-10,Un año,67,Web,Cheque electrónico,89.88,6021.96,2,No,No,No,Si,Si,Fibra óptica,No,Si,Si,No,No,No,40,5,48.89,5,17.77,27.46,69,10,5,32.6,Facturacion,0,2025-09-19,20,2.0,0.15,0.06,Muy satisfecho,0.0,2025-12-08,0,30,0,0,6,2,Competitivo,0
3094-JOJAI,USA,New York,NY,BRONX,10473,40.59371115538032,-73.98021409065545,42000.0,13000.0,Masculino,57.0,0,No,No,PYME,2024-07-19,Mensual,18,Web,Cheque por correo,94.18,1695.2400000000002,1,No,No,No,Si,Si,Fibra óptica,No,No,No,No,No,No,61,7,68.95,11,-3.36,26.51,55,10,3,30.4,Servicio,0,2025-08-29,35,3.4,0.35,0.13,Satisfecho,0.0,2025-12-05,0,0,0,0,7,3,Alto,0
3096-GKWEB,USA,New York,NY,BROOKLYN,11208,40.77569867858684,-73.91562861534982,63000.0,14000.0,Masculino,43.0,0,Si,No,PYME,2024-07-19,Mensual,18,Web,Cheque electrónico,112.54,2025.72,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,No,Si,Si,148,4,98.47,6,11.22,40.68,22,8,4,40.9,Servicio,0,2025-10-24,55,4.2,0.22,0.07,Neutral,1.0,2025-12-02,0,0,0,0,3,3,Competitivo,0
3096-IZETN,USA,New York,NY,BRONX,10466,40.80863695407389,-73.88553579849082,42000.0,13000.0,Femenino,38.0,0,No,No,PYME,2025-01-15,Mensual,12,Web,Transferencia bancaria,141.8,1701.6,1,No,Si,No,Si,No,Fibra óptica,No,No,No,No,No,Si,21,1,27.76,1,-2.03,22.25,53,0,5,15.0,Servicio,0,2025-09-13,22,2.2,0.19,0.07,Insatisfecho,0.0,2025-11-28,3,0,0,0,7,0,Competitivo,1
3096-JRDSO,USA,New York,NY,MANHATTAN,10153,40.69452197867109,-73.91483340748023,85000.0,28000.0,Femenino,44.0,1,Si,No,Corporativo,2023-10-23,Mensual,27,Web,Transferencia bancaria,168.08,4538.160000000001,0,No,No,Si,Si,Si,Fibra óptica,Si,No,No,Si,Si,Si,145,7,81.61,11,24.19,83.03,89,0,5,4.7,Facturacion,1,2025-10-24,31,3.5,0.37,0.13,Muy satisfecho,1.0,2025-12-04,1,0,0,0,6,1,Bajo,0
3096-WPXBT,USA,New York,NY,QUEENS,11115,40.7434152709856,-73.99008301170366,72000.0,8500.0,Femenino,41.0,0,Si,Si,Corporativo,2021-01-06,Un año,61,Web,Tarjeta de crédito,172.32,10511.52,0,No,Si,Si,Si,Si,Fibra óptica,Si,Si,Si,No,No,Si,90,6,56.43,6,16.49,28.02,2,6,1,18.6,Ninguna,0,2025-08-21,74,4.4,0.52,0.26,Satisfecho,1.0,2025-12-06,1,15,0,0,2,0,Competitivo,0
3096-YXENJ,USA,New York,NY,QUEENS,11519,40.70132421380953,-73.90519529437161,72000.0,8500.0,Femenino,61.0,0,Si,No,Corporativo,2020-09-08,Dos años,65,Web,Transferencia bancaria,184.57,11997.05,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,67,6,71.36,10,14.16,31.09,45,8,2,7.7,Ninguna,0,2025-09-17,50,2.9,0.49,0.15,Muy satisfecho,0.0,2025-11-05,1,0,0,0,7,3,Bajo,0
3097-FQTVJ,USA,New York,NY,MANHATTAN,10213,40.61328160075619,-73.98048562613725,85000.0,28000.0,Femenino,48.0,0,No,No,Residencial,2022-08-29,Dos años,41,Web,Cheque por correo,15.05,617.0500000000001,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,69,7,116.92,6,22.26,71.12,5,4,1,15.2,Ninguna,0,2025-08-24,70,4.9,0.42,0.19,Muy satisfecho,1.0,2025-11-06,0,10,0,0,6,0,Competitivo,0
3097-IDVPU,USA,New York,NY,BROOKLYN,11248,40.761437335855994,-73.8310514274207,63000.0,14000.0,Masculino,72.0,0,Si,Si,Residencial,2024-06-19,Mensual,19,Web,Tarjeta de crédito,47.59,904.21,0,No,No,No,Si,Si,DSL,No,No,No,No,No,No,143,6,70.54,10,14.83,116.24,24,3,4,47.7,Red,0,2025-11-02,64,2.9,0.36,0.16,Satisfecho,0.0,2025-12-21,3,5,1,0,4,3,Bajo,0
3097-NNSPB,USA,New York,NY,MANHATTAN,10120,40.66789661600457,-73.90641073579279,85000.0,28000.0,Femenino,30.0,0,No,No,Residencial,2025-11-11,Mensual,2,Web,Tarjeta de crédito,42.72,85.44,1,15%,Si,Si,Si,No,DSL,No,Si,No,No,No,No,12,1,30.7,4,3.64,110.1,16,5,8,24.7,Red,3,2025-07-31,8,1.3,0.24,0.1,Muy insatisfecho,0.0,2025-11-14,0,0,0,1,5,1,Bajo,1
3097-NQYSN,USA,New York,NY,BROOKLYN,11245,40.11238533659802,-77.51958437167269,63000.0,14000.0,Masculino,36.0,1,Si,No,PYME,2025-11-11,Mensual,2,Web,Cheque por correo,123.47,246.94,0,15%,Si,Si,Si,Si,Fibra óptica,No,No,No,No,Si,No,31,1,12.04,1,-5.14,104.42,27,8,8,40.8,Red,1,2025-08-16,24,1.2,0.18,0.06,Neutral,0.0,2025-12-08,0,0,0,0,8,0,Competitivo,1
3097-PYWXL,USA,New York,NY,BROOKLYN,11242,40.760055154923755,-73.9788363070422,63000.0,14000.0,Femenino,28.0,0,Si,Si,Residencial,2025-09-12,Mensual,4,Web,Cheque electrónico,28.12,112.48,0,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,80,5,49.79,6,16.56,66.06,31,1,3,29.1,Ninguna,0,2025-12-06,65,3.0,0.29,0.13,Satisfecho,0.0,2025-12-10,0,0,0,0,1,0,Competitivo,0
3099-OONVS,USA,New York,NY,QUEENS,11231,40.79030138157387,-73.9749408863875,72000.0,8500.0,Masculino,71.0,0,Si,Si,Residencial,2023-12-22,Mensual,25,Web,Cheque electrónico,73.12,1828.0,0,No,No,No,Si,No,DSL,Si,No,No,Si,No,No,148,4,76.82,10,13.95,39.24,92,4,2,5.1,Ninguna,0,2025-10-10,54,3.7,0.3,0.09,Satisfecho,0.0,2025-12-10,2,10,0,0,6,3,Competitivo,0
3104-OWCGK,USA,New York,NY,BROOKLYN,11241,40.74421411993387,-73.8715178396611,63000.0,14000.0,Masculino,54.0,0,Si,Si,PYME,2021-02-05,Un año,60,Web,Cheque electrónico,96.71,5802.599999999999,0,10%,No,No,Si,No,Fibra óptica,No,Si,Si,No,Si,No,64,5,90.31,9,11.58,86.16,22,3,4,41.4,Facturacion,1,2025-07-30,24,1.0,0.15,0.07,Muy satisfecho,0.0,2025-11-18,1,0,1,0,7,3,Competitivo,0
3106-ULWFW,USA,New York,NY,BROOKLYN,11208,40.85612295853865,-73.89088730053241,63000.0,14000.0,Femenino,30.0,0,Si,No,PYME,2025-05-15,Mensual,8,Web,Tarjeta de crédito,128.64,1029.12,4,10%,No,Si,Si,Si,Fibra óptica,No,No,No,No,No,Si,17,3,23.03,1,-8.52,49.8,15,2,5,15.5,Red,2,2025-11-05,14,2.3,0.1,0.05,Insatisfecho,0.0,2025-12-18,0,0,1,0,6,1,Competitivo,1
3108-PCCGG,USA,New York,NY,QUEENS,11491,40.705186421709016,-73.81171037974634,72000.0,8500.0,Masculino,30.0,1,Si,No,PYME,2020-02-11,Dos años,72,Web,Tarjeta de crédito,81.61,5875.92,0,No,No,No,Si,Si,DSL,Si,Si,Si,No,Si,Si,73,7,58.43,11,22.11,94.46,95,4,2,33.4,Ninguna,0,2025-11-12,77,4.9,0.4,0.19,Neutral,0.0,2025-11-24,1,0,0,1,8,1,Competitivo,0
3113-IWHLC,USA,New York,NY,MANHATTAN,10122,40.80681613796125,-73.94324087447941,85000.0,28000.0,Masculino,50.0,0,No,No,Residencial,2025-08-13,Mensual,5,Web,Cheque por correo,52.79,263.95,0,No,No,Si,Si,No,DSL,Si,No,Si,No,No,No,78,6,100.2,5,3.1,6.86,25,6,2,47.4,Servicio,0,2025-10-27,67,3.6,0.4,0.18,Neutral,0.0,2025-11-28,1,0,0,1,4,0,Competitivo,0
3115-CZMZD,USA,New York,NY,BRONX,10459,40.744101430407945,-73.98976172286729,42000.0,13000.0,Masculino,44.0,0,No,Si,Residencial,2026-01-10,Dos años,0,Web,Cheque por correo,21.6,0.0,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,110,7,55.5,6,-0.22,65.9,32,10,1,16.8,Ninguna,0,2025-12-22,78,4.7,0.71,0.23,No respondió,0.0,2025-12-07,0,30,1,0,2,0,Competitivo,0
3115-JPJDD,USA,New York,NY,BRONX,10461,40.861667681241194,-73.89133733655525,42000.0,13000.0,Femenino,33.0,0,Si,No,PYME,2021-03-07,Un año,59,Web,Tarjeta de crédito,108.6,6407.4,0,No,No,Si,Si,No,Fibra óptica,Si,No,Si,No,No,No,125,7,95.1,8,16.36,43.8,57,2,4,44.0,Servicio,0,2025-08-15,57,3.6,0.35,0.11,Satisfecho,0.0,2025-11-17,1,30,0,0,7,1,Competitivo,1
3118-UHVVQ,USA,New York,NY,QUEENS,11011,40.576698118583046,-73.84337646882902,72000.0,8500.0,Femenino,21.0,0,Si,No,Residencial,2020-06-10,Dos años,68,Web,Tarjeta de crédito,25.09,1706.12,0,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,136,4,116.76,5,11.4,33.64,47,2,2,15.2,Ninguna,0,2025-09-10,55,3.0,0.33,0.1,Satisfecho,0.0,2025-12-20,2,0,0,0,7,2,Bajo,0
